person_master_id,AccusedMasterID,CaseMasterID,recorded_name,true_name
477,5801,3320,G Memon,Gabriel Memon
134,5804,3322,Tristan Saxena,Tristan Saxena
765,5805,3322,Balveer Mane,Balveer Mane
443,5807,3323,Ekaraj Peri,Ekaraj Peri
925,5809,3325,Om Sinha,Om Sinha
142,5812,3327,Chanakya Purohit,Chanakya Purohit
1446,5813,3328,Anay Pall,Anay Pall
580,5816,3331,N Toor,Nicholas Toor
230,5819,3333,V Majumdar,Vamakshi Majumdar
474,5821,3334,Agastya Chowdhury,Agastya Chowdhury
1436,5822,3335,Ubika Oza,Ubika Oza
1352,5831,3341,G. Hans,Gopal Hans
457,5832,3342,D Bava,Dakshesh Bava
258,5833,3342,Darsh Sule,Darsh Sule
839,5836,3343,Chatura Kala,Chatura Kala
607,5839,3344,Gauri Khare,Gauri Khare
47,5842,3345,M Varkey,Michael Varkey
142,5843,3345,Chanakya Purohit,Chanakya Purohit
1270,5844,3345,J. Chada,Jairaj Chada
549,5847,3347,Isaan Atwal,Ishaan Atwal
991,5850,3349,Yuwraj Lalla,Yuvraj Lalla
1279,5851,3349,O. Sachdev,Odika Sachdev
1486,5852,3349,Aarnaw Chhabra,Aarnav Chhabra
385,5856,3353,C De,Christopher De
526,5860,3356,Samar Vasa,Samar Vasa
187,5861,3357,Arjun Jha,Arjun Jha
1337,5862,3358,G Bali,George Bali
66,5863,3358,Nitesh Dar,Nitesh Dar
1281,5864,3359,Imaran Sanghvi,Imaran Sanghvi
385,5869,3361,C. De,Christopher De
1352,5871,3362,G. Hans,Gopal Hans
1446,5872,3363,Anay Pall,Anay Pall
989,5873,3364,B. Ramesh,Balvan Ramesh
457,5876,3367,Daksesh Bawa,Dakshesh Bava
1742,5890,3376,Tanay Vora,Tanay Vora
1370,5891,3377,Aarna Singh,Aarna Singh
692,5894,3380,Lucky Kanda,Lucky Kanda
1335,5895,3381,Nandini Pant,Nandini Pant
142,5896,3382,C. Purohit,Chanakya Purohit
1457,5897,3383,Rehaan Mander,Rehaan Mander
1352,5898,3383,Gopal Hans,Gopal Hans
1416,5902,3384,Maya Dube,Maya Dube
1722,5905,3386,Tanveer Raghavan,Tanveer Raghavan
1337,5908,3388,George Bali,George Bali
908,5915,3392,B. Kanda,Balhaar Kanda
177,5917,3394,Guneet Buch,Guneet Buch
1393,5919,3395,G. Solanki,Girish Solanki
177,5921,3397,Guneet Buch,Guneet Buch
765,5922,3398,Balveer Mane,Balveer Mane
1121,5923,3398,V. Wali,Vincent Wali
84,5924,3399,Jackson Srivastava,Jackson Srivastava
682,5926,3401,Samarth Padmanabhan,Samarth Padmanabhan
94,5931,3404,Mitesh Sandhu,Mitesh Sandhu
372,5936,3407,Ayush Ghose,Ayush Ghose
155,5937,3407,J. Kapur,Janya Kapur
1794,5939,3408,S Parmer,Shaurya Parmer
54,5942,3409,C. More,Chandran More
569,5952,3418,Hites Borra,Hitesh Borra
1352,5954,3419,G. Hans,Gopal Hans
869,5957,3420,Anmol Acharya,Anmol Acharya
770,5959,3422,Guneet Suresh,Guneet Suresh
986,5960,3423,C. Parekh,Chandran Parekh
1667,5962,3424,Faqid Trivedi,Faqid Trivedi
152,5963,3425,Wazir Dugal,Wazir Dugal
230,5964,3425,Vamakshi Majumdar,Vamakshi Majumdar
1508,5967,3426,Qadim Dalal,Qadim Dalal
1393,5972,3428,Girish Solanki,Girish Solanki
1739,5985,3437,N Chandran,Nakul Chandran
177,5986,3437,G. Buch,Guneet Buch
224,5987,3438,Azad Mallick,Azad Mallick
47,5988,3439,Michael Varkey,Michael Varkey
1281,5989,3440,Imaran Sanghwi,Imaran Sanghvi
230,5996,3447,wamakshi Majumdar,Vamakshi Majumdar
1457,6001,3448,Rehaan Mander,Rehaan Mander
1370,6002,3449,A. Singh,Aarna Singh
385,6004,3450,Christopher De,Christopher De
1077,6007,3450,Tripti Mane,Tripti Mane
596,6009,3451,N Mohan,Nakul Mohan
1077,6010,3452,Tripti Mane,Tripti Mane
1778,6015,3455,Laban Bera,Laban Bera
177,6018,3457,G Buch,Guneet Buch
152,6019,3458,Wazir Dugal,Wazir Dugal
1586,6020,3458,Y. Varkey,Yashvi Varkey
1479,6023,3460,Anay taman,Anay Thaman
463,6026,3460,Dalbir Gola,Dalbir Gola
815,6027,3461,saurya Pillay,Shaurya Pillai
1715,6029,3462,K Badal,Krishna Badal
1279,6031,3464,O Sachdev,Odika Sachdev
1197,6038,3468,Abhimanyu Garde,Abhimanyu Garde
1457,6040,3469,Rehaan Mander,Rehaan Mander
766,6041,3470,Kalpit Hayre,Kalpit Hayre
155,6042,3471,J. Kapur,Janya Kapur
1794,6046,3473,Shaurya Parmer,Shaurya Parmer
1715,6047,3474,K Badal,Krishna Badal
151,6048,3474,Wahab Kant,Wahab Kant
1332,6049,3474,Om wenkataraman,Om Venkataraman
991,6051,3475,Y Lalla,Yuvraj Lalla
1457,6052,3476,Rehaan Mander,Rehaan Mander
497,6054,3476,Q. Pall,Qasim Pall
938,6064,3482,H. Sehgal,Harish Sehgal
1416,6065,3482,Maya Dube,Maya Dube
1279,6066,3482,Odika Sachdew,Odika Sachdev
36,6068,3484,V. Chowdhury,Vedant Chowdhury
988,6071,3487,Yahvi Talwar,Yahvi Talwar
134,6076,3489,Tristan Saxena,Tristan Saxena
754,6079,3491,M. Rao,Matthew Rao
1279,6080,3492,O. Sachdev,Odika Sachdev
230,6083,3494,wamakshi Majumdar,Vamakshi Majumdar
751,6085,3496,F. Goel,Farhan Goel
815,6088,3499,Shaurya Pillai,Shaurya Pillai
1279,6090,3501,Odika Sachdev,Odika Sachdev
866,6091,3502,Ranweer Bal,Ranveer Bal
1778,6095,3503,Laban Bera,Laban Bera
29,6097,3503,C Kala,Caleb Kala
308,6102,3506,Mason Goda,Mason Goda
1671,6104,3507,Faraj Sathe,Faraj Sathe
356,6105,3508,C Jani,Chandresh Jani
385,6106,3508,Christofer De,Christopher De
1257,6108,3509,Upkaar Chokshi,Upkaar Chokshi
463,6109,3509,D Gola,Dalbir Gola
474,6115,3512,A Chowdhury,Agastya Chowdhury
1393,6119,3513,G Solanki,Girish Solanki
765,6120,3513,B. Mane,Balveer Mane
1332,6121,3514,Om Venkataraman,Om Venkataraman
1746,6123,3515,Praneel Ratta,Praneel Ratta
134,6126,3517,Tristan Saxena,Tristan Saxena
1667,6127,3517,Faqid Triwedi,Faqid Trivedi
1279,6130,3519,O. Sachdev,Odika Sachdev
152,6133,3521,Wazir Dugal,Wazir Dugal
1312,6135,3522,A. Rastogi,Aarnav Rastogi
766,6136,3522,Kalpit Hayre,Kalpit Hayre
134,6137,3523,T Saxena,Tristan Saxena
1508,6139,3525,Q Dalal,Qadim Dalal
1416,6140,3525,Maya Dube,Maya Dube
299,6144,3527,R Dasgupta,Rushil Dasgupta
1446,6151,3534,Anay Pall,Anay Pall
1508,6155,3535,Q. Dalal,Qadim Dalal
1154,6158,3538,D Kala,Dhriti Kala
912,6161,3541,A Dara,Aryan Dara
187,6165,3544,A Jha,Arjun Jha
1257,6168,3547,Upkaar Chokshi,Upkaar Chokshi
758,6169,3547,Bahadurjit Merchant,Bahadurjit Merchant
1778,6171,3548,Laban Bera,Laban Bera
1066,6175,3551,V More,Vanya More
692,6178,3552,L. Kanda,Lucky Kanda
177,6180,3552,Guneet Buch,Guneet Buch
443,6182,3553,E Peri,Ekaraj Peri
177,6185,3554,Guneet Buch,Guneet Buch
45,6186,3554,Chaman Sriniwasan,Chaman Srinivasan
858,6188,3556,B. Dash,Bahadurjit Dash
1480,6189,3556,F. Raval,Fitan Raval
765,6192,3557,Balvir Mane,Balveer Mane
1270,6195,3560,Jayraj Chada,Jairaj Chada
457,6199,3562,Dakshesh Bava,Dakshesh Bava
766,6202,3564,Kalpit Hayre,Kalpit Hayre
372,6208,3568,A Ghose,Ayush Ghose
54,6211,3570,C More,Chandran More
39,6213,3570,Anmol Kumer,Anmol Kumer
1257,6216,3572,U Chokshi,Upkaar Chokshi
150,6218,3573,Zayan Ratti,Zayan Ratti
605,6219,3574,Nathan Bhat,Nathan Bhat
1332,6223,3576,O. Venkataraman,Om Venkataraman
887,6226,3576,Neel Bhasin,Neel Bhasin
1108,6229,3579,Ekalinga Mitra,Ekalinga Mitra
1679,6233,3580,Gopal Krish,Gopal Krish
103,6234,3581,Tarak Madan,Tarak Madan
1077,6246,3587,Tripti Mane,Tripti Mane
1337,6251,3592,G Bali,George Bali
991,6253,3594,Y. Lalla,Yuvraj Lalla
1137,6254,3594,Yas Narasimhan,Yash Narasimhan
1030,6256,3596,Irya Taneja,Irya Taneja
474,6263,3599,A Chowdhury,Agastya Chowdhury
1209,6266,3601,E. Magar,Ekansh Magar
962,6269,3604,Z Sehgal,Zashil Sehgal
734,6270,3605,Kabir Sane,Kabir Sane
1352,6271,3605,Gopal Hans,Gopal Hans
1083,6275,3607,V Majumdar,Victor Majumdar
372,6278,3608,A. Ghose,Ayush Ghose
1257,6280,3610,U. Chokshi,Upkaar Chokshi
1281,6281,3610,I Sanghvi,Imaran Sanghvi
372,6288,3615,Ayush Ghose,Ayush Ghose
1794,6291,3616,Shaurya Parmer,Shaurya Parmer
463,6292,3616,Dalbir Gola,Dalbir Gola
692,6295,3617,L Kanda,Lucky Kanda
441,6296,3617,Ishita Shah,Ishita Shah
1490,6299,3619,Sai Joshi,Sai Joshi
1548,6302,3619,Rayaan Kohli,Rayaan Kohli
1077,6304,3620,Tripti Mane,Tripti Mane
1019,6305,3621,wictor Saha,Victor Saha
1457,6311,3625,Rehaan Mander,Rehaan Mander
47,6312,3626,Michael Varkey,Michael Varkey
1794,6314,3627,Shaurya Parmer,Shaurya Parmer
318,6316,3629,Karan Sheth,Karan Sheth
1030,6321,3633,I Taneja,Irya Taneja
1490,6322,3633,S. Joshi,Sai Joshi
1257,6325,3635,U Chokshi,Upkaar Chokshi
887,6326,3636,Neel Bhasin,Neel Bhasin
155,6329,3638,Janya Kapur,Janya Kapur
299,6331,3639,Rusil Dasgupta,Rushil Dasgupta
1281,6332,3639,Imaran Sanghvi,Imaran Sanghvi
610,6333,3640,Darsh Cherian,Darsh Cherian
230,6334,3641,Vamakshi Majumdar,Vamakshi Majumdar
457,6341,3644,D Bava,Dakshesh Bava
1269,6347,3647,Y. Soman,Yutika Soman
186,6350,3649,R Oommen,Rohan Oommen
230,6354,3652,V Majumdar,Vamakshi Majumdar
938,6355,3652,H Sehgal,Harish Sehgal
497,6360,3656,Q. Pall,Qasim Pall
1713,6362,3657,Laks Bora,Laksh Bora
1794,6366,3659,S. Parmer,Shaurya Parmer
1713,6368,3660,Laksh Bora,Laksh Bora
1409,6376,3665,Zayan Ganguly,Zayan Ganguly
736,6377,3666,S Rama,Siddharth Rama
1446,6383,3670,A. Pall,Anay Pall
671,6389,3672,A Desai,Aarini Desai
1497,6393,3676,Jackson Sarna,Jackson Sarna
385,6394,3677,C. De,Christopher De
815,6398,3680,S Pillai,Shaurya Pillai
938,6399,3681,Haris Sehgal,Harish Sehgal
1586,6400,3681,Y. Varkey,Yashvi Varkey
770,6401,3682,Gunit Sures,Guneet Suresh
491,6403,3683,Haris Bobal,Harish Bobal
1279,6407,3686,Odika Sachdev,Odika Sachdev
497,6411,3688,Qasim Pall,Qasim Pall
1370,6412,3688,Aarna Singh,Aarna Singh
187,6416,3690,Arjun Jha,Arjun Jha
443,6419,3692,E. Peri,Ekaraj Peri
1393,6420,3693,Giris Solanki,Girish Solanki
508,6421,3694,W Mitra,William Mitra
1330,6422,3695,R Sankar,Rushil Sankar
28,6424,3697,Neha Mishra,Neha Mishra
385,6427,3700,C. De,Christopher De
754,6429,3702,Mattew Rao,Matthew Rao
734,6431,3704,Kabir Sane,Kabir Sane
1486,6433,3706,Aarnav Chhabra,Aarnav Chhabra
770,6444,3712,Gunit Sures,Guneet Suresh
134,6446,3713,Tristan Saxena,Tristan Saxena
1257,6454,3717,Upkaar Choksi,Upkaar Chokshi
155,6456,3718,Janya Kapur,Janya Kapur
54,6463,3722,Chandran More,Chandran More
758,6464,3723,B. Merchant,Bahadurjit Merchant
783,6465,3724,G. Nagy,Gaurangi Nagy
1497,6468,3725,J. Sarna,Jackson Sarna
1281,6470,3726,Imaran Sanghwi,Imaran Sanghvi
138,6474,3727,Chakradhar Contractor,Chakradhar Contractor
457,6478,3730,D. Bava,Dakshesh Bava
754,6484,3733,Matthew Rao,Matthew Rao
920,6485,3733,Raksha Bansal,Raksha Bansal
783,6487,3735,Gaurangi Nagy,Gaurangi Nagy
1667,6488,3735,F Trivedi,Faqid Trivedi
1393,6491,3738,G. Solanki,Girish Solanki
77,6493,3740,C Kaul,Caleb Kaul
372,6496,3742,Ayus Ghose,Ayush Ghose
887,6497,3742,N Bhasin,Neel Bhasin
478,6502,3744,S. Mander,Samaksh Mander
1715,6505,3746,Krishna Badal,Krishna Badal
47,6506,3747,M. Varkey,Michael Varkey
1733,6507,3748,Chaitanya Sangha,Chaitanya Sangha
986,6508,3749,Chandran Parekh,Chandran Parekh
1210,6515,3752,Lucky Yogi,Lucky Yogi
1743,6519,3753,Onveer Bala,Onveer Bala
1794,6520,3754,S. Parmer,Shaurya Parmer
497,6521,3754,Q Pall,Qasim Pall
1257,6525,3758,Upkaar Chokshi,Upkaar Chokshi
457,6526,3759,D Bava,Dakshesh Bava
1715,6530,3761,K. Badal,Krishna Badal
986,6531,3761,Chandran Parekh,Chandran Parekh
304,6533,3762,B Comar,Balendra Comar
1480,6535,3763,F. Raval,Fitan Raval
1522,6536,3763,Aarush Mukhopadhyay,Aarush Mukhopadhyay
152,6538,3764,Wazir Dugal,Wazir Dugal
150,6539,3764,Z Ratti,Zayan Ratti
1436,6540,3765,Ubika Oza,Ubika Oza
66,6541,3766,Nitesh Dar,Nitesh Dar
1093,6543,3768,Warinder Dara,Warinder Dara
692,6546,3769,Lucky Kanda,Lucky Kanda
1490,6547,3769,Sai Joshi,Sai Joshi
1030,6548,3770,Irya Taneja,Irya Taneja
1586,6554,3775,Yashvi Varkey,Yashvi Varkey
1419,6558,3778,S Sankar,Saksham Sankar
457,6561,3781,Daksesh Bawa,Dakshesh Bava
956,6566,3784,Girik Cheema,Girik Cheema
54,6567,3785,Chandran More,Chandran More
1794,6568,3785,saurya Parmer,Shaurya Parmer
1332,6570,3787,O. Venkataraman,Om Venkataraman
1601,6577,3790,Sarthak Patil,Sarthak Patil
1667,6585,3795,F Trivedi,Faqid Trivedi
1393,6586,3795,Giris Solanki,Girish Solanki
1446,6587,3795,A. Pall,Anay Pall
333,6589,3796,Farhan Barman,Farhan Barman
155,6594,3800,J Kapur,Janya Kapur
1671,6595,3801,F Sathe,Faraj Sathe
1281,6598,3801,Imaran Sanghvi,Imaran Sanghvi
1497,6599,3802,Jackson Sarna,Jackson Sarna
457,6601,3803,D. Bava,Dakshesh Bava
196,6604,3806,Finn Chadha,Finn Chadha
1472,6607,3809,V. Ratti,Vidhi Ratti
1177,6608,3809,Samarth Din,Samarth Din
1480,6611,3810,Fitan Rawal,Fitan Raval
1293,6612,3811,R Shenoy,Raghav Shenoy
940,6617,3814,Y Saini,Yuvraj Saini
47,6618,3815,M. Varkey,Michael Varkey
155,6623,3820,Janya Kapur,Janya Kapur
1257,6624,3821,Upkaar Chokshi,Upkaar Chokshi
1030,6626,3821,Irya Taneja,Irya Taneja
54,6629,3824,Chandran More,Chandran More
1436,6630,3824,Ubika Oza,Ubika Oza
152,6633,3826,Wazir Dugal,Wazir Dugal
430,6634,3827,Faris D’Alia,Faris D’Alia
1508,6635,3828,Q. Dalal,Qadim Dalal
1293,6636,3828,Raghav Shenoy,Raghav Shenoy
224,6637,3829,Azad Mallick,Azad Mallick
1154,6642,3832,Dhriti Kala,Dhriti Kala
1154,6643,3833,Dhriti Kala,Dhriti Kala
177,6644,3834,G Buch,Guneet Buch
1586,6645,3835,Yashvi Varkey,Yashvi Varkey
991,6646,3835,Y Lalla,Yuvraj Lalla
1640,6651,3840,Fitan Venkataraman,Fitan Venkataraman
1077,6652,3840,T Mane,Tripti Mane
66,6655,3841,N Dar,Nitesh Dar
1486,6659,3842,Aarnav Chhabra,Aarnav Chhabra
692,6662,3844,Lucky Kanda,Lucky Kanda
1486,6671,3850,A. Chhabra,Aarnav Chhabra
1715,6677,3854,K. Badal,Krishna Badal
497,6679,3855,Qasim Pall,Qasim Pall
692,6681,3856,Lucky Kanda,Lucky Kanda
1486,6683,3857,Aarnav Chhabra,Aarnav Chhabra
1490,6686,3857,Sai Joshi,Sai Joshi
986,6687,3858,Chandran Parekh,Chandran Parekh
1548,6690,3860,Rayaan Kohli,Rayaan Kohli
1508,6691,3861,Q. Dalal,Qadim Dalal
1586,6693,3863,Y. Varkey,Yashvi Varkey
1586,6694,3864,Y. Varkey,Yashvi Varkey
173,6695,3864,Pranaw Kamdar,Pranav Kamdar
1436,6698,3865,U Oza,Ubika Oza
754,6705,3868,Matthew Rao,Matthew Rao
986,6706,3869,Chandran Parekh,Chandran Parekh
1073,6707,3870,K Ramesh,Kiaan Ramesh
1671,6708,3870,F Sathe,Faraj Sathe
1154,6710,3871,D. Kala,Dhriti Kala
770,6712,3872,G Suresh,Guneet Suresh
1436,6714,3872,Ubika Oza,Ubika Oza
1705,6716,3873,B Dora,Bachittar Dora
1715,6725,3878,Krisna Badal,Krishna Badal
931,6726,3878,Charles Ganesh,Charles Ganesh
1508,6728,3878,Q Dalal,Qadim Dalal
1135,6730,3880,Gunbir Kaur,Gunbir Kaur
167,6731,3881,E. Randhawa,Ekaja Randhawa
604,6732,3882,Tarak Divan,Tarak Divan
1526,6737,3885,B. Kala,Bakhshi Kala
1393,6741,3888,G Solanki,Girish Solanki
160,6748,3890,N Balakrishnan,Nathan Balakrishnan
224,6749,3891,A Mallick,Azad Mallick
1332,6751,3891,O Venkataraman,Om Venkataraman
766,6754,3893,K Hayre,Kalpit Hayre
754,6756,3894,M. Rao,Matthew Rao
1733,6761,3897,Chaytanya Sangha,Chaitanya Sangha
1436,6762,3898,Ubika Oza,Ubika Oza
372,6764,3899,Ayus Ghose,Ayush Ghose
1747,6765,3899,Fitan Rai,Fitan Rai
388,6766,3900,Indrajit Gulati,Indrajit Gulati
908,6767,3900,Balhaar Kanda,Balhaar Kanda
931,6768,3901,Charles Ganesh,Charles Ganesh
544,6772,3902,Rudra Chakrabarti,Rudra Chakrabarti
134,6775,3905,T. Saxena,Tristan Saxena
1436,6776,3905,Ubika Oza,Ubika Oza
1077,6778,3907,Tripti Mane,Tripti Mane
740,6780,3908,G. Sarma,Gaurav Sarma
1019,6786,3911,wictor Saha,Victor Saha
187,6787,3912,Arjun Jha,Arjun Jha
1728,6788,3913,Vidhi Mitter,Vidhi Mitter
463,6790,3914,D. Gola,Dalbir Gola
815,6793,3917,S Pillai,Shaurya Pillai
1019,6797,3918,V. Saha,Victor Saha
443,6801,3922,Ekaraj Peri,Ekaraj Peri
187,6803,3922,Arjun Jha,Arjun Jha
187,6805,3924,Arjun Jha,Arjun Jha
230,6807,3924,Vamaksi Majumdar,Vamakshi Majumdar
754,6809,3926,Matthew Rao,Matthew Rao
1508,6810,3927,Qadim Dalal,Qadim Dalal
1257,6811,3927,Upkaar Choksi,Upkaar Chokshi
259,6812,3927,William Khalsa,William Khalsa
1136,6814,3928,Karan Gupta,Karan Gupta
899,6816,3930,I Lala,Ikbal Lala
385,6817,3931,Christofer De,Christopher De
1132,6818,3932,F. Lata,Fitan Lata
1667,6822,3933,F. Trivedi,Faqid Trivedi
1030,6824,3933,I Taneja,Irya Taneja
988,6825,3934,Yahvi Talwar,Yahvi Talwar
692,6826,3934,Lucky Kanda,Lucky Kanda
815,6833,3937,S. Pillai,Shaurya Pillai
887,6836,3939,N Bhasin,Neel Bhasin
1486,6839,3941,A. Chhabra,Aarnav Chhabra
1556,6841,3943,Yasti Mukherjee,Yasti Mukherjee
1742,6842,3943,Tanay Vora,Tanay Vora
150,6847,3946,Z. Ratti,Zayan Ratti
1667,6848,3947,Faqid Trivedi,Faqid Trivedi
152,6856,3950,W. Dugal,Wazir Dugal
1457,6857,3951,R Mander,Rehaan Mander
230,6862,3953,Vamakshi Majumdar,Vamakshi Majumdar
1689,6864,3954,P. Deshmukh,Parth Deshmukh
1436,6866,3956,U Oza,Ubika Oza
155,6868,3957,Janya Kapur,Janya Kapur
385,6877,3964,C. De,Christopher De
1497,6879,3964,J Sarna,Jackson Sarna
1257,6880,3964,U. Chokshi,Upkaar Chokshi
1794,6881,3965,S Parmer,Shaurya Parmer
1281,6886,3966,I. Sanghvi,Imaran Sanghvi
1713,6887,3967,L. Bora,Laksh Bora
887,6892,3969,N Bhasin,Neel Bhasin
47,6899,3972,Michael Varkey,Michael Varkey
986,6900,3972,C. Parekh,Chandran Parekh
1352,6901,3973,G Hans,Gopal Hans
457,6902,3973,D Bava,Dakshesh Bava
1030,6903,3974,Irya Taneja,Irya Taneja
938,6905,3976,Harish Sehgal,Harish Sehgal
1667,6907,3977,Faqid Trivedi,Faqid Trivedi
1586,6913,3980,Y. Varkey,Yashvi Varkey
754,6916,3981,Matthew Rao,Matthew Rao
1715,6917,3981,Krisna Badal,Krishna Badal
1281,6920,3984,I. Sanghvi,Imaran Sanghvi
134,6922,3985,T Saxena,Tristan Saxena
955,6923,3986,A Bora,Ayushman Bora
54,6924,3987,Chandran More,Chandran More
825,6926,3989,Gawin Konda,Gavin Konda
150,6930,3991,Zayan Ratti,Zayan Ratti
457,6931,3992,Daksesh Bawa,Dakshesh Bava
1778,6932,3993,Laban Bera,Laban Bera
1293,6937,3996,Raghav Shenoy,Raghav Shenoy
186,6938,3997,Rohan ummen,Rohan Oommen
986,6939,3998,C. Parekh,Chandran Parekh
754,6940,3998,M. Rao,Matthew Rao
1270,6942,3999,Jairaj Chada,Jairaj Chada
991,6943,4000,Yuwraj Lalla,Yuvraj Lalla
1501,6947,4002,Siddharth Dube,Siddharth Dube
299,6950,4004,Rusil Dasgupta,Rushil Dasgupta
1794,6953,4006,Shaurya Parmer,Shaurya Parmer
1077,6971,4015,Tripti Mane,Tripti Mane
177,6978,4018,G Buch,Guneet Buch
1154,6979,4019,Dhriti Kala,Dhriti Kala
754,6983,4023,M. Rao,Matthew Rao
457,6984,4024,Dakshesh Bava,Dakshesh Bava
474,6989,4026,Agastya Chowdhury,Agastya Chowdhury
1715,6991,4026,K. Badal,Krishna Badal
187,6992,4027,Arjun Jha,Arjun Jha
783,6994,4029,Gaurangi Nagy,Gaurangi Nagy
1008,6998,4032,Rohan Bhatia,Rohan Bhatia
1464,6999,4032,W Gill,Warinder Gill
177,7005,4034,G Buch,Guneet Buch
150,7008,4036,Z Ratti,Zayan Ratti
607,7011,4038,Gauri Khare,Gauri Khare
385,7015,4041,Christopher De,Christopher De
1279,7016,4042,Odika Sachdev,Odika Sachdev
152,7024,4046,Wazir Dugal,Wazir Dugal
1713,7026,4048,Laks Bora,Laksh Bora
1794,7027,4049,Shaurya Parmer,Shaurya Parmer
991,7034,4052,Yuvraj Lalla,Yuvraj Lalla
1449,7038,4054,Logan Chaudhary,Logan Chaudhary
134,7039,4055,Tristan Saxena,Tristan Saxena
372,7040,4056,Ayus Ghose,Ayush Ghose
1416,7043,4058,M. Dube,Maya Dube
1370,7044,4059,A. Singh,Aarna Singh
1220,7045,4060,A Saxena,Azad Saxena
117,7047,4061,Abhiram Prakas,Abhiram Prakash
1742,7050,4062,Tanay Vora,Tanay Vora
887,7052,4064,Nil Bhasin,Neel Bhasin
931,7054,4066,Charles Ganesh,Charles Ganesh
443,7066,4072,Ekaraj Peri,Ekaraj Peri
1279,7069,4074,O Sachdev,Odika Sachdev
1019,7074,4077,wictor Saha,Victor Saha
1713,7076,4078,Laksh Bora,Laksh Bora
1794,7078,4079,saurya Parmer,Shaurya Parmer
155,7081,4080,Janya Kapur,Janya Kapur
1436,7084,4083,Ubika Oza,Ubika Oza
155,7085,4083,Janya Kapur,Janya Kapur
66,7092,4088,N Dar,Nitesh Dar
1715,7096,4089,Krishna Badal,Krishna Badal
887,7097,4090,N Bhasin,Neel Bhasin
1480,7101,4093,Fitan Raval,Fitan Raval
887,7102,4094,Nil Bhasin,Neel Bhasin
1030,7108,4096,I. Taneja,Irya Taneja
1279,7109,4097,Odika Sachdew,Odika Sachdev
187,7111,4098,A Jha,Arjun Jha
1077,7118,4101,Tripti Mane,Tripti Mane
844,7124,4104,Champak Mani,Champak Mani
150,7127,4105,Zayan Ratti,Zayan Ratti
240,7131,4107,Sathwik Dewi,Sathvik Devi
186,7132,4107,R Oommen,Rohan Oommen
1332,7133,4107,Om Venkataraman,Om Venkataraman
54,7134,4108,C More,Chandran More
1745,7135,4109,Tejas Amble,Tejas Amble
1077,7137,4109,T Mane,Tripti Mane
142,7138,4110,C Purohit,Chanakya Purohit
1383,7143,4113,Chatura Minhas,Chatura Minhas
66,7148,4115,N. Dar,Nitesh Dar
938,7149,4115,H Sehgal,Harish Sehgal
1497,7152,4116,Jackson Sarna,Jackson Sarna
1352,7154,4117,Gopal Hans,Gopal Hans
1281,7155,4118,I. Sanghvi,Imaran Sanghvi
988,7157,4120,Y. Talwar,Yahvi Talwar
1713,7162,4123,Laksh Bora,Laksh Bora
518,7170,4127,A Jain,Agastya Jain
766,7172,4127,K. Hayre,Kalpit Hayre
1040,7173,4128,Kabir Banik,Kabir Banik
1393,7175,4129,G. Solanki,Girish Solanki
1508,7180,4132,Qadim Dalal,Qadim Dalal
1508,7183,4134,Q Dalal,Qadim Dalal
1030,7184,4134,I Taneja,Irya Taneja
155,7187,4135,Janya Kapur,Janya Kapur
140,7190,4138,M. Radhakrishnan,Mitesh Radhakrishnan
692,7193,4139,L. Kanda,Lucky Kanda
1778,7197,4142,L Bera,Laban Bera
1381,7200,4144,Janaki Banik,Janaki Banik
1436,7205,4147,Ubika Oza,Ubika Oza
474,7208,4149,A Chowdhury,Agastya Chowdhury
1457,7211,4152,Rehaan Mander,Rehaan Mander
221,7214,4154,Qarin Butala,Qarin Butala
1667,7215,4155,Faqid Triwedi,Faqid Trivedi
765,7222,4158,Balveer Mane,Balveer Mane
152,7223,4159,W. Dugal,Wazir Dugal
931,7224,4160,C. Ganesh,Charles Ganesh
1480,7226,4161,F. Raval,Fitan Raval
887,7227,4162,Neel Bhasin,Neel Bhasin
914,7231,4164,O Parekh,Om Parekh
1486,7232,4164,Aarnaw Chhabra,Aarnav Chhabra
299,7233,4164,Rushil Dasgupta,Rushil Dasgupta
783,7235,4166,Gaurangi Nagy,Gaurangi Nagy
152,7238,4169,Wazir Dugal,Wazir Dugal
1202,7241,4172,Tejas Parsa,Tejas Parsa
134,7245,4175,T. Saxena,Tristan Saxena
438,7249,4176,A Chada,Alexander Chada
1733,7251,4178,C. Sangha,Chaitanya Sangha
142,7257,4181,C Purohit,Chanakya Purohit
734,7260,4182,Kabir Sane,Kabir Sane
938,7261,4182,H Sehgal,Harish Sehgal
605,7262,4183,N Bhat,Nathan Bhat
443,7264,4185,E Peri,Ekaraj Peri
1077,7265,4186,T Mane,Tripti Mane
1593,7266,4187,Watika Mani,Watika Mani
107,7267,4187,Daksa Sekon,Daksha Sekhon
815,7270,4188,saurya Pillay,Shaurya Pillai
1673,7273,4189,Giris Chana,Girish Chana
474,7275,4191,A Chowdhury,Agastya Chowdhury
1270,7278,4192,J Chada,Jairaj Chada
121,7280,4193,Rishi Rattan,Rishi Rattan
497,7281,4194,Q. Pall,Qasim Pall
1446,7286,4195,Anay Pall,Anay Pall
1448,7290,4197,Faqid Iyer,Faqid Iyer
324,7292,4198,Logan Nayak,Logan Nayak
1742,7293,4198,T Vora,Tanay Vora
887,7296,4200,Neel Bhasin,Neel Bhasin
1742,7297,4201,T. Vora,Tanay Vora
187,7298,4201,A. Jha,Arjun Jha
