AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,ResolvedPersonID
6499,3743,Vasatika Mittal,57,F,6499
6500,3743,Ayushman Chakraborty,24,M,6500
6501,3744,Warda Loyal,49,T,6501
6502,3744,S. Mander,28,M,1114
6503,3745,Alexander Rai,62,M,28122
6504,3745,Maanav Singhal,50,M,6504
6505,3746,Krishna Badal,53,M,107
6506,3747,M. Varkey,45,M,217
6507,3748,Chaitanya Sangha,24,M,38563
6508,3749,Chandran Parekh,24,M,351
6509,3749,Teerth Wason,46,M,6509
6510,3750,Falak Walia,21,F,6510
6511,3751,Balveer Suresh,49,M,6511
6512,3751,Dakshesh Sridhar,54,M,34183
6513,3751,Tanay Comar,39,M,6513
6514,3751,Ekalinga Murty,58,M,6514
6515,3752,Lucky Yogi,25,M,923
6516,3752,Nachiket Rout,43,M,6516
6517,3752,Jackson Chatterjee,22,M,6517
6518,3753,Oliver Ram,29,M,6518
6519,3753,Onveer Bala,57,M,1179
6520,3754,S. Parmer,57,M,382
6521,3754,Q Pall,27,M,86
6522,3755,Ranbir Gulati,43,M,6522
6523,3756,Theodore Sani,20,M,6523
6524,3757,Gaurika Dhingra,36,F,6524
6525,3758,Upkaar Chokshi,51,M,588
6526,3759,D Bava,25,M,61
6527,3759,Neel Ram,63,M,5846
6528,3760,Advik Pall,49,M,6528
6529,3760,Chaman Deol,49,F,6529
6530,3761,K. Badal,53,M,107
6531,3761,Chandran Parekh,24,M,351
6532,3762,Anthony Menon,52,M,6532
6533,3762,B Comar,20,M,962
6534,3763,Laksh Ramachandran,47,M,6534
6535,3763,F. Raval,23,M,348
6536,3763,Aarush Mukhopadhyay,27,M,6536
6537,3763,Benjamin Sethi,34,M,6537
6538,3764,Wazir Dugal,58,M,21191
6539,3764,Z Ratti,57,M,25781
6540,3765,Ubika Oza,48,F,159
6541,3766,Nitesh Dar,35,M,172
6542,3767,Zashil Parekh,33,M,6542
6543,3768,Warinder Dara,30,M,34126
6544,3769,Ranveer Krishnamurthy,49,M,6544
6545,3769,Arin Bahri,62,M,49170
6546,3769,Lucky Kanda,43,M,26399
6547,3769,Sai Joshi,50,M,704
6548,3770,Irya Taneja,57,F,347
6549,3771,Samesh Kanda,58,M,6549
6550,3772,Oscar Anand,41,M,16159
6551,3773,Utkarsh Minhas,62,M,6551
6552,3774,Akshay Pandya,44,M,6552
6553,3774,Charan Hegde,23,M,16322
6554,3775,Yashvi Varkey,56,F,417
6555,3776,Baljiwan Subramanian,42,M,6555
6556,3776,Orinder Brahmbhatt,46,M,6556
6557,3777,Ekta Loke,30,F,6557
6558,3778,S Sankar,29,M,10401
6559,3779,Mitesh Batta,30,M,6559
6560,3780,Parth Narasimhan,49,M,6560
6561,3781,Daksesh Bawa,25,M,2224
6562,3782,Vyanjana Srivastava,22,F,6562
6563,3782,Jack Handa,44,M,6563
6564,3783,Tanay Sood,49,M,6564
6565,3783,Maanav Konda,55,M,6565
6566,3784,Girik Cheema,45,M,6566
6567,3785,Chandran More,19,M,69
6568,3785,saurya Parmer,57,M,382
6569,3786,David Ganguly,42,M,6569
6570,3787,O. Venkataraman,24,M,226
6571,3787,Champak Pandya,55,M,6571
6572,3788,Banjeet Bhalla,44,M,6572
6573,3788,Zaid Lanka,56,M,6573
6574,3789,Harsh Pandit,17,M,6574
6575,3789,Fitan Wali,53,M,35466
6576,3789,Isaiah Pant,47,M,6576
6577,3790,Sarthak Patil,41,M,16035
6578,3790,Gabriel Narayanan,41,M,6578
6579,3791,Anirudh Sarma,27,M,191
6580,3792,Gaurang Khare,23,M,6580
6581,3793,Samuel Ravi,51,M,6581
6582,3793,Maanav Subramaniam,36,M,35460
6583,3794,Abdul Savant,64,M,6583
6584,3794,Teerth Kota,25,M,6584
6585,3795,F Trivedi,21,M,41881
6586,3795,Giris Solanki,56,M,10789
6587,3795,A. Pall,28,M,36791
6588,3796,Chandani Wable,41,F,6588
6589,3796,Farhan Barman,50,M,6589
6590,3797,Champak Singhal,65,M,6590
6591,3797,Isaac Panchal,30,M,6591
6592,3798,Max Tank,23,M,6592
6593,3799,Bakhshi Oommen,28,M,6593
6594,3800,J Kapur,36,F,121
6595,3801,F Sathe,44,M,210
6596,3801,Bahadurjit Mitter,37,M,6596
6597,3801,Simon Chhabra,24,M,6597
6598,3801,Imaran Sanghvi,41,M,695
6599,3802,Jackson Sarna,51,M,699
6600,3803,Tristan Kibe,41,M,6600
6601,3803,D. Bava,25,M,61
6602,3804,Chandresh Gade,51,M,4788
6603,3805,Samesh Bhardwaj,37,M,6603
6604,3806,Finn Chadha,46,M,13524
6605,3807,Harrison Gill,53,M,6605
6606,3808,Warjas Ghose,28,M,6606
6607,3809,V. Ratti,22,F,40868
6608,3809,Samarth Din,55,M,6608
6609,3810,Daksh Saxena,38,M,38826
6610,3810,Frederick Loyal,65,M,6610
6611,3810,Fitan Rawal,22,M,410
6612,3811,R Shenoy,28,M,307
6613,3811,Naveen Datta,44,M,6613
6614,3812,Jatin Virk,47,M,6614
6615,3812,Rayaan Bobal,65,M,6615
6616,3813,Ayaan Puri,27,M,12294
6617,3814,Y Saini,42,M,6617
6618,3815,M. Varkey,45,M,217
6619,3816,Rushil Bhargava,60,M,6619
6620,3817,Anthony Bansal,35,M,6620
6621,3818,Laban Dubey,53,M,48616
6622,3819,Patrick Oza,50,M,6622
6623,3820,Janya Kapur,36,F,121
6624,3821,Upkaar Chokshi,51,M,588
6625,3821,Naveen Natarajan,42,M,6625
6626,3821,Irya Taneja,57,F,347
6627,3822,Liam Dhillon,47,M,6627
6628,3823,Fariq Batta,28,M,6628
6629,3824,Chandran More,19,M,69
6630,3824,Ubika Oza,48,F,159
6631,3824,Ansh Upadhyay,54,M,6631
6632,3825,Jack Deep,25,M,6632
6633,3826,Wazir Dugal,55,M,21191
6634,3827,Faris D’Alia,25,M,27567
6635,3828,Q. Dalal,16,M,56253
6636,3828,Raghav Shenoy,28,M,307
6637,3829,Azad Mallick,27,M,289
6638,3829,Imaran Pathak,32,M,6638
6639,3830,Kiaan Khatri,26,M,6639
6640,3831,Fiyaz Nagar,42,M,6640
6641,3832,Upkaar Morar,48,M,6641
6642,3832,Dhriti Kala,34,F,183
6643,3833,Dhriti Kala,34,F,183
6644,3834,G Buch,38,M,5513
6645,3835,Yashvi Varkey,56,F,417
6646,3835,Y Lalla,45,M,173
6647,3836,Andrew Doctor,65,M,6647
6648,3837,Akshay Sinha,19,M,6648
6649,3838,Warjas Bera,22,M,6649
6650,3839,Arin Tella,35,M,6650
6651,3840,Fitan Venkataraman,38,M,6651
6652,3840,T Mane,20,F,23510
6653,3840,Champak Divan,36,M,6653
6654,3840,Laban Nair,23,M,40178
6655,3841,N Dar,35,M,172
6656,3841,Shaurya Walia,45,M,43321
6657,3841,Caleb Khare,60,M,6657
6658,3842,Chaitanya Dora,64,M,6658
6659,3842,Aarnav Chhabra,45,M,54395
6660,3842,Dalaja Banerjee,44,F,6660
6661,3843,Nathaniel Raghavan,50,M,6661
6662,3844,Lucky Kanda,43,M,26399
6663,3844,Jagvi Shroff,50,T,6663
6664,3845,William Buch,27,M,6664
6665,3846,Udyati Barad,48,F,6665
6666,3847,Jatin Bahri,49,M,34064
6667,3848,Wyatt Sem,32,M,6667
6668,3848,Rushil Dube,63,M,6668
6669,3848,Anay Chaudhry,56,M,19931
6670,3849,Umang Barman,31,M,6670
6671,3850,A. Chhabra,43,M,54395
6672,3851,Advik Chadha,48,M,6672
6673,3852,Champak Sethi,23,M,6673
6674,3852,Kiaan Korpal,39,M,6674
6675,3853,Om Varkey,22,M,6675
6676,3853,Jackson Pathak,53,M,6676
6677,3854,K. Badal,53,M,107
6678,3855,Yash Devi,58,M,2527
6679,3855,Qasim Pall,27,M,86
6680,3856,Gautam Dhawan,37,M,6680
6681,3856,Lucky Kanda,43,M,26399
6682,3856,Siddharth Vaidya,56,M,6682
6683,3857,Aarnav Chhabra,45,M,54395
6684,3857,Victor Sidhu,23,M,6684
6685,3857,Aarnav Krishnan,49,M,42683
6686,3857,Sai Joshi,48,M,704
6687,3858,Chandran Parekh,24,M,351
6688,3858,Tejas Kakar,29,M,19096
6689,3859,Imaran Banerjee,16,M,6689
6690,3860,Rayaan Kohli,42,M,14363
6691,3861,Q. Dalal,18,M,56253
6692,3862,Chandran Ganguly,34,M,28478
6693,3863,Y. Varkey,55,F,417
6694,3864,Y. Varkey,56,F,417
6695,3864,Pranaw Kamdar,30,M,1163
6696,3864,Dhruv Muni,34,M,6696
6697,3864,Ojasvi Basak,25,F,6697
6698,3865,U Oza,48,F,159
6699,3865,Gagan Patla,64,M,38054
6700,3866,Nakul Rastogi,43,M,6700
6701,3867,Onveer Agate,34,M,6701
6702,3868,Yatin Manne,46,M,6702
6703,3868,Ranbir Mani,24,M,6703
6704,3868,Quincy Krish,41,M,6704
6705,3868,Matthew Rao,47,M,20
6706,3869,Chandran Parekh,24,M,351
6707,3870,K Ramesh,31,M,21295
6708,3870,F Sathe,42,M,210
6709,3871,Charles Bose,20,M,19119
6710,3871,D. Kala,32,F,183
6711,3872,Warjas Badami,31,M,6711
6712,3872,G Suresh,45,M,24831
6713,3872,Hiral Patel,41,F,6713
6714,3872,Ubika Oza,48,F,159
6715,3873,Mohammed Deol,37,M,6715
6716,3873,B Dora,21,M,4266
6717,3874,Lucky Boase,30,M,6717
6718,3874,Faraj Sama,46,M,6718
6719,3875,Charan Agarwal,52,M,6719
6720,3875,Zehaan Bal,27,M,11339
6721,3875,Om Ahuja,34,M,6721
6722,3876,Nandini Khalsa,35,F,6722
6723,3876,Yauvani Gade,34,F,6723
6724,3877,Chakradhar Misra,65,M,6724
6725,3878,Krisna Badal,51,M,107
6726,3878,Charles Ganesh,28,M,25
6727,3878,Aayush Joshi,33,M,6727
6728,3878,Q Dalal,18,M,56253
6729,3879,Ishwar Nagar,62,M,6729
6730,3880,Gunbir Kaur,22,M,6730
6731,3881,E. Randhawa,41,F,6731
6732,3882,Tarak Divan,52,M,14830
6733,3882,Ria Vohra,16,F,6733
6734,3883,Ishaan Bhakta,18,M,6734
6735,3883,Qabil Ganesh,35,M,6735
6736,3884,Jai Khalsa,59,M,6736
6737,3885,B. Kala,35,M,6737
6738,3885,Imaran Nazareth,65,M,6738
6739,3886,Aarav Bakshi,51,M,6739
6740,3887,Wriddhish Mangat,16,M,6740
6741,3888,G Solanki,55,M,10789
6742,3888,Shivansh Sarma,45,M,6742
6743,3888,Unni Lala,21,F,6743
6744,3889,Azad Bhatt,41,M,6744
6745,3890,Max Anand,53,M,6745
6746,3890,Pratyush Chaudhry,56,M,19931
6747,3890,Agastya Kashyap,35,M,6747
6748,3890,N Balakrishnan,21,M,3511
6749,3891,A Mallick,27,M,289
6750,3891,Sarthak Bedi,44,M,6750
6751,3891,O Venkataraman,24,M,226
6752,3892,Rudra Sethi,27,M,6752
6753,3893,Kala Wason,60,F,6753
6754,3893,K Hayre,18,M,34728
6755,3893,Sarthak Singhal,30,M,31161
6756,3894,M. Rao,47,M,20
6757,3895,Fitan Kumer,31,M,6757
6758,3895,Dalaja Madan,38,F,6758
6759,3896,Bakhshi Bajaj,25,M,6759
6760,3897,Girish Dalal,47,M,6760
6761,3897,Chaytanya Sangha,24,M,38563
6762,3898,Ubika Oza,49,F,159
6763,3899,Ansh Sandhu,32,M,34589
6764,3899,Ayus Ghose,25,M,258
6765,3899,Fitan Rai,22,M,1638
6766,3900,Indrajit Gulati,27,M,6766
6767,3900,Balhaar Kanda,19,M,5915
6768,3901,Charles Ganesh,28,M,25
6769,3902,Chandran Solanki,34,M,6769
6770,3902,Reyansh Thaman,28,M,6770
6771,3902,Hardik Saxena,33,M,28261
6772,3902,Rudra Chakrabarti,44,M,6772
6773,3903,Gaurang Prashad,42,M,51193
6774,3904,Abhiram Rout,63,M,6774
6775,3905,T. Saxena,39,M,48
6776,3905,Ubika Oza,48,F,159
6777,3906,Triveni D’Alia,35,F,6777
6778,3907,Tripti Mane,22,F,23510
6779,3907,Owen Johal,57,M,6779
6780,3908,G. Sarma,50,M,2322
6781,3908,Netra Zachariah,39,F,6781
6782,3908,Tamanna Kibe,23,F,6782
6783,3909,Jason Dalal,64,M,6783
6784,3910,Agastya Shankar,52,M,6078
6785,3910,Tristan Murty,24,M,50375
6786,3911,wictor Saha,48,M,7074
6787,3912,Arjun Jha,57,M,124
6788,3913,Vidhi Mitter,58,F,6788
6789,3913,Wishi Sangha,35,T,6789
6790,3914,D. Gola,52,M,2589
6791,3915,Frederick Mittal,23,M,6791
6792,3916,Ishwar Goyal,59,M,6792
6793,3917,S Pillai,47,M,30565
6794,3917,Aarush Mandal,20,M,6794
6795,3917,Dakshesh Sarkar,30,M,6795
6796,3917,Sarthak Naidu,22,M,6796
6797,3918,V. Saha,48,M,7074
6798,3919,Baljiwan Borde,25,M,6798
6799,3920,David Ramachandran,57,M,6799
6800,3921,Ronith Lad,44,M,6800
6801,3922,Ekaraj Peri,19,M,7566
6802,3922,Ayushman Mistry,40,M,6802
6803,3922,Arjun Jha,59,M,124
6804,3923,Lavanya Nair,21,F,6804
6805,3924,Arjun Jha,59,M,124
6806,3924,Laksh Muni,38,M,6806
6807,3924,Vamaksi Majumdar,30,F,177
6808,3925,Maanas Ramanathan,54,M,6808
6809,3926,Matthew Rao,47,M,20
6810,3927,Qadim Dalal,18,M,56253
6811,3927,Upkaar Choksi,51,M,588
6812,3927,William Khalsa,38,M,6812
6813,3927,Chanakya Sood,61,M,6813
6814,3928,Karan Gupta,45,M,6973
6815,3929,Aarav Sood,54,M,20026
6816,3930,I Lala,26,M,6816
6817,3931,Christofer De,22,M,66
6818,3932,F. Lata,55,M,15661
6819,3932,Yash Wable,26,M,6819
6820,3932,Jacob Tak,56,M,6820
6821,3933,Vasudha Bhatnagar,61,F,6821
6822,3933,F. Trivedi,21,M,41881
6823,3933,Arin Sanghvi,26,M,6823
6824,3933,I Taneja,57,F,347
6825,3934,Yahvi Talwar,53,F,160
6826,3934,Lucky Kanda,44,M,26399
6827,3934,Ranbir Datta,62,M,6827
6828,3935,Vihaan Sant,39,M,6828
6829,3936,Rehaan Sahota,43,M,6829
6830,3936,Ranbir Rau,65,M,6830
6831,3936,Theodore Khurana,32,M,6831
6832,3936,Max Tailor,63,M,6832
6833,3937,S. Pillai,47,M,30565
6834,3938,Veer Sood,62,M,6834
6835,3939,Hitesh Balay,20,M,6835
6836,3939,N Bhasin,40,M,12
6837,3940,Rohan Pandit,60,M,6837
6838,3941,Elijah Sura,20,M,6838
6839,3941,A. Chhabra,45,M,54395
6840,3942,Timothy Mander,49,M,6840
6841,3943,Yasti Mukherjee,58,F,6841
6842,3943,Tanay Vora,29,M,41005
6843,3943,Agastya Shere,38,M,49873
6844,3944,Warinder Grewal,36,M,6844
6845,3944,Advik Chaudhari,35,M,1187
6846,3945,Tristan Sharma,36,M,6846
6847,3946,Z. Ratti,56,M,25781
6848,3947,Faqid Trivedi,21,M,41881
6849,3947,Daniel Saraf,23,M,6849
6850,3947,Samaksh Bansal,34,M,6850
6851,3948,Samaksh Menon,58,M,6851
6852,3948,Om Sachar,53,M,6852
6853,3949,Maanas Deol,25,M,6853
6854,3949,Chakradev Devi,28,M,6854
6855,3950,Anmol Swamy,50,M,17331
6856,3950,W. Dugal,57,M,21191
6857,3951,R Mander,47,M,274
6858,3952,Daniel Acharya,40,M,6858
6859,3952,Lucky Loke,32,M,6859
6860,3952,Balvan Balakrishnan,63,M,29711
6861,3952,Hemangini Barad,17,F,6861
6862,3953,Vamakshi Majumdar,30,F,177
6863,3954,Patrick Kala,30,M,54015
6864,3954,P. Deshmukh,33,M,6864
6865,3955,Pranav Jaggi,21,M,6865
6866,3956,U Oza,48,F,159
6867,3956,Nathan Agate,24,M,6867
6868,3957,Janya Kapur,36,F,121
6869,3958,Elijah Agarwal,62,M,6869
6870,3959,Utkarsh Raval,18,M,6870
6871,3960,Thomas Bhat,32,M,7586
6872,3961,Charles Shankar,60,M,6872
6873,3962,Chameli Ratti,19,F,6873
6874,3963,Neel Nayak,53,M,6874
6875,3963,Elijah Khalsa,65,M,6875
6876,3963,Ojas Shah,49,M,6876
6877,3964,C. De,21,M,66
6878,3964,Abdul Samra,21,M,6878
6879,3964,J Sarna,53,M,699
6880,3964,U. Chokshi,53,M,588
6881,3965,S Parmer,57,M,382
6882,3965,Jatin Srivastava,27,M,6882
6883,3965,Kevin Ganesh,63,M,6883
6884,3965,Shivansh Thakur,20,M,6884
6885,3966,Kiaan Kadakia,45,M,6885
6886,3966,I. Sanghvi,42,M,695
6887,3967,L. Bora,21,M,2893
6888,3967,Simon Char,57,M,6888
6889,3967,Unni Bhagat,65,F,6889
6890,3968,Rushil Pillay,26,M,6890
6891,3969,Jagdish Chaudhari,23,M,6891
6892,3969,N Bhasin,40,M,12
6893,3970,Isaiah Varma,27,M,6893
6894,3970,Brijesh Bandi,17,M,6894
6895,3970,Ikbal Date,29,M,6895
6896,3971,Rehaan Rajagopal,43,M,6896
6897,3972,Teerth Wali,59,M,6897
6898,3972,Manbir Dhillon,39,M,6898
6899,3972,Michael Varkey,45,M,217
6900,3972,C. Parekh,24,M,351
6901,3973,G Hans,32,M,39764
6902,3973,D Bava,25,M,61
6903,3974,Irya Taneja,58,F,347
6904,3975,Gaurang Batra,45,M,6904
6905,3976,Harish Sehgal,19,M,3144
6906,3977,Aryan Dua,47,M,6906
6907,3977,Faqid Trivedi,21,M,41881
6908,3978,Kevin Mander,63,M,6908
6909,3978,Fitan Parsa,43,M,6909
6910,3978,Frado Kar,33,M,6910
6911,3979,Yashvi Rai,58,F,6911
6912,3979,Parth Din,21,M,6912
6913,3980,Y. Varkey,56,F,417
6914,3980,Abdul Sampath,58,M,6914
6915,3980,Kabir Khare,40,M,6915
6916,3981,Matthew Rao,47,M,20
6917,3981,Krisna Badal,51,M,107
6918,3982,Aayush Bumb,29,M,3489
6919,3983,Matthew Puri,16,M,6919
6920,3984,I. Sanghvi,42,M,695
6921,3984,Krish Bala,24,M,11339
6922,3985,T Saxena,37,M,48
6923,3986,A Bora,36,M,49468
6924,3987,Chandran More,20,M,69
6925,3988,Rudra Seshadri,35,M,6925
6926,3989,Gawin Konda,36,M,23755
6927,3989,Samaksh Sathe,51,M,6927
6928,3990,Wazir Vohra,38,M,6928
6929,3991,Zashil Sathe,25,M,6929
6930,3991,Zayan Ratti,59,M,25781
6931,3992,Daksesh Bawa,25,M,2224
6932,3993,Laban Bera,52,M,83
6933,3994,Anthony Dar,20,M,6933
6934,3995,Ishaan Taneja,22,M,6934
6935,3995,Anthony Ahluwalia,24,M,14853
6936,3995,Abhimanyu Sodhi,54,M,6936
6937,3996,Raghav Shenoy,28,M,307
6938,3997,Rohan ummen,30,M,4235
6939,3998,C. Parekh,23,M,351
6940,3998,M. Rao,49,M,20
6941,3999,Champak Karan,38,M,6941
6942,3999,Jairaj Chada,30,M,24481
6943,4000,Yuwraj Lalla,47,M,173
6944,4000,Vyanjana Mistry,16,F,6944
6945,4000,Harsh Gara,64,M,6945
6946,4001,Anay Dasgupta,22,M,6946
6947,4002,Siddharth Dube,18,M,6947
6948,4003,Akshay Sengupta,20,M,6948
6949,4003,Tanay Barman,48,M,6949
6950,4004,Rusil Dasgupta,34,M,375
6951,4005,Naveen Mand,60,M,6951
6952,4005,Zayyan Kumar,43,M,6952
6953,4006,Shaurya Parmer,57,M,382
6954,4007,Ryan Jhaveri,37,M,6954
6955,4007,Jagat Natarajan,59,M,6955
6956,4008,Owen Vala,41,M,6956
6957,4009,Onveer Majumdar,53,M,6957
6958,4009,Rishi Nayak,20,M,6958
6959,4009,Frado Hayer,41,M,6959
6960,4010,Niharika Nadkarni,25,F,6960
6961,4010,Henry Parikh,25,M,6961
6962,4010,Lakshit Sridhar,19,M,32604
6963,4011,Neel Sule,65,M,6963
6964,4012,Yash Bal,35,M,1112
6965,4012,Christopher Jain,59,M,6965
6966,4012,Karan Rajagopal,28,M,40732
6967,4012,Wahab Dhar,39,M,6967
6968,4013,Ayush Ram,26,M,6968
6969,4014,Timothy Sankar,63,M,6969
6970,4014,Vivaan Khatri,34,M,6970
6971,4015,Tripti Mane,20,F,23510
6972,4015,Ansh Mital,41,M,50514
6973,4015,Gaurav Gupta,51,M,6973
6974,4015,Frado Dhaliwal,31,M,6974
6975,4016,Ranbir Minhas,19,M,6975
6976,4016,Neel Koshy,30,M,6976
6977,4017,Tejas Sharaf,29,M,6977
6978,4018,G Buch,37,M,5513
6979,4019,Dhriti Kala,34,F,183
6980,4020,Chatura Pau,32,M,6980
6981,4021,Hitesh Bora,33,M,6981
6982,4022,Ladli Ramachandran,43,F,6982
6983,4023,M. Rao,47,M,20
6984,4024,Dakshesh Bava,25,M,61
6985,4024,Kiaan Nadig,50,M,16144
6986,4024,Noah Mand,37,M,6986
6987,4025,Alexander Dewan,48,M,6987
6988,4026,Inaya Venkatesh,64,F,6988
6989,4026,Agastya Chowdhury,31,M,40212
6990,4026,Abdul Konda,49,M,6990
6991,4026,K. Badal,53,M,107
6992,4027,Arjun Jha,59,M,124
6993,4028,Dalbir Patel,37,M,6993
6994,4029,Gaurangi Nagy,55,F,220
6995,4029,Hitesh Pal,21,M,6995
6996,4030,Girik Jayaraman,52,M,6996
6997,4031,Ekansh Sharaf,62,M,6997
6998,4032,Rohan Bhatia,56,M,6998
6999,4032,W Gill,54,M,20417
7000,4033,Ojas Kamdar,17,M,7000
7001,4033,Jacob Nadkarni,63,M,7001
7002,4033,Parth Dhar,59,M,7002
7003,4034,Nitesh Shenoy,40,M,7003
7004,4034,Tanveer Borde,27,M,7004
7005,4034,G Buch,39,M,5513
7006,4035,Ayushman Dutt,52,M,54963
7007,4036,Rishi Kale,25,M,7007
7008,4036,Z Ratti,57,M,25781
7009,4036,Balvan Chakrabarti,57,M,7009
7010,4037,Siya Ramaswamy,58,F,7010
7011,4038,Gauri Khare,59,F,282
7012,4039,Tanish Tailor,41,M,7012
7013,4040,Champak Master,38,M,7013
7014,4041,Zashil Sur,18,M,7014
7015,4041,Christopher De,22,M,66
7016,4042,Odika Sachdev,31,F,43
7017,4042,Bahadurjit Mukhopadhyay,47,M,7017
7018,4042,Akshay Luthra,52,M,54938
7019,4043,Qarin Pingle,43,M,7019
7020,4043,Dalbir Kota,35,M,7020
7021,4044,Dhruv Buch,27,M,7021
7022,4045,Agastya Saxena,46,M,7022
7023,4045,Chaitanya Wadhwa,58,M,7023
7024,4046,Wazir Dugal,56,M,21191
7025,4047,Indrajit Halder,35,M,28488
7026,4048,Laks Bora,21,M,2893
7027,4049,Shaurya Parmer,57,M,382
7028,4050,Chandresh Deshmukh,16,M,7028
7029,4051,Yug Vala,31,M,7029
7030,4051,Shaurya Murty,49,M,7030
7031,4051,Irya Wagle,63,F,7031
7032,4051,Jatin Tara,62,M,7032
7033,4052,Hredhaan Sabharwal,48,M,7033
7034,4052,Yuvraj Lalla,45,M,173
7035,4053,Zayan Vaidya,52,M,7035
7036,4054,Vincent Madan,65,M,7036
7037,4054,Quincy Chhabra,20,M,7037
7038,4054,Logan Chaudhary,28,M,5533
7039,4055,Tristan Saxena,39,M,48
7040,4056,Ayus Ghose,25,M,258
7041,4057,Nitara Bhalla,28,F,7041
7042,4058,Qadim Sagar,18,M,7042
7043,4058,M. Dube,39,F,234
7044,4059,A. Singh,25,F,973
7045,4060,A Saxena,22,M,18732
7046,4060,Rohan Korpal,56,M,7046
7047,4061,Abhiram Prakas,30,M,7047
7048,4062,Aditya Khanna,65,M,7048
7049,4062,Manbir Mistry,17,M,7049
7050,4062,Tanay Vora,27,M,41005
7051,4063,Qabil Gade,27,M,7051
7052,4064,Nil Bhasin,40,M,12
7053,4065,Aarav Bala,20,M,36012
7054,4066,Charles Ganesh,29,M,25
7055,4066,Tristan Kara,32,M,7055
7056,4066,Ekaraj Apte,48,M,40202
7057,4067,Timothy Korpal,52,M,7057
7058,4067,Lakshit Gill,48,M,7058
7059,4068,Pooja Jha,39,F,7059
7060,4069,Alexander Tata,56,M,7060
7061,4070,Lakshit Dave,31,M,7061
7062,4071,Darpan Gaba,30,M,17613
7063,4072,Gaurang Srinivas,21,M,7063
7064,4072,Qasim Mistry,16,M,7064
7065,4072,Dalbir Nadig,45,M,7065
7066,4072,Ekaraj Peri,20,M,7566
7067,4073,Wridesh Hayre,30,M,7067
7068,4074,Balhaar Gole,62,M,7068
7069,4074,O Sachdev,32,F,43
7070,4075,Abhiram Deol,48,M,7070
7071,4075,Daniel Biswas,31,M,7071
7072,4076,Udant Amble,32,M,7072
7073,4076,Harsh Bandi,16,M,6894
7074,4077,wictor Saha,51,M,7074
7075,4077,Chanchal Kale,29,F,7075
7076,4078,Laksh Bora,22,M,2893
7077,4078,Ayush Choudhry,34,M,9999
7078,4079,saurya Parmer,58,M,382
7079,4080,Naveen Shan,60,M,7079
7080,4080,Tristan Chaudhari,33,M,7080
7081,4080,Janya Kapur,37,F,121
7082,4081,Fiyaz Viswanathan,29,M,7082
7083,4082,Anita Kapadia,41,F,7083
7084,4083,Ubika Oza,49,F,159
7085,4083,Janya Kapur,37,F,121
7086,4084,Sarthak Raghavan,45,M,7086
7087,4084,Pratyush Rastogi,42,M,7087
7088,4085,Vedant Ganesan,61,M,7088
7089,4086,Isha Prasad,24,F,7089
7090,4087,Anthony Morar,34,M,7090
7091,4087,Bakhshi Jayaraman,16,M,7091
7092,4088,N Dar,36,M,172
7093,4088,Girik Venkatesh,32,M,7093
7094,4088,Ekbal Oza,21,M,64085
7095,4089,Simon Pandey,31,M,7095
7096,4089,Krishna Badal,54,M,107
7097,4090,N Bhasin,42,M,12
7098,4091,Advaith Lata,65,M,37072
7099,4091,Ayushman Mallick,54,M,15791
7100,4092,Jacob Bansal,29,M,7100
7101,4093,Fitan Raval,24,M,348
7102,4094,Nil Bhasin,41,M,12
7103,4095,Isaac Naidu,24,M,6796
7104,4095,Manthan Sama,52,M,7104
7105,4095,Rishi Iyer,18,M,7105
7106,4095,Harish Ranganathan,16,M,7106
7107,4096,Advaith Palla,28,M,36791
7108,4096,I. Taneja,58,F,347
7109,4097,Odika Sachdew,32,F,136
7110,4098,Om Agate,44,M,7110
7111,4098,A Jha,60,M,124
7112,4099,Wahab Ratta,49,M,7112
7113,4099,Ikbal Sarna,18,M,7113
7114,4099,Riya Issac,35,F,7114
7115,4099,Kabir Rana,19,M,7115
7116,4100,Ekbal Sangha,62,M,7116
7117,4101,Harshil Jhaveri,44,M,7117
7118,4101,Tripti Mane,21,F,23510
7119,4101,Rehaan Krish,29,M,7119
7120,4101,Nimrat Nagar,40,F,7120
7121,4102,Samaksh Toor,63,M,7121
7122,4103,Sarthak Rao,19,M,7122
7123,4104,Akshay Thaker,28,M,7123
7124,4104,Champak Mani,48,M,7124
7125,4105,Rishi Gola,23,M,7125
7126,4105,Tanish Sankar,23,M,31792
7127,4105,Zayan Ratti,58,M,25781
7128,4105,Finn Loyal,40,M,7128
7129,4106,Priya Raman,20,F,7129
7130,4106,Krish Naidu,49,M,8942
7131,4107,Sathwik Dewi,25,M,7131
7132,4107,R Oommen,31,M,298
7133,4107,Om Venkataraman,25,M,226
7134,4108,C More,20,M,69
7135,4109,Tejas Amble,60,M,3398
7136,4109,Ayushman Iyer,45,M,7136
7137,4109,T Mane,21,F,23510
7138,4110,C Purohit,33,M,826
7139,4110,Jack Viswanathan,50,M,7139
7140,4111,Darpan Ranganathan,36,M,7140
7141,4112,Banjeet Ghose,16,M,7141
7142,4112,Advik Suri,31,M,7142
7143,4113,Chatura Minhas,55,M,1565
7144,4114,Sathvik Baral,23,M,7144
7145,4114,Devansh Bahl,19,M,7145
7146,4114,Gunbir Deol,55,M,7146
7147,4114,Warjas Dhaliwal,31,M,7147
