VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
6301,5694,Samesh Doctor,1,M,0
6302,5697,Rachana More,83,F,0
6303,5698,George Jani,13,M,0
6304,5699,Manbir Kaul,4,M,0
6305,5700,Elijah Mann,14,M,0
6306,5701,Max Dube,17,M,0
6307,5701,Jagat Bhakta,53,M,0
6308,5703,Ishita Karpe,62,F,0
6309,5704,Indali Parikh,16,F,0
6310,5705,Hemal Khare,42,F,0
6311,5706,Rajeshri Gaba,29,F,0
6312,5707,Kiaan Brar,16,M,0
6313,5708,Hemani Kant,62,F,0
6314,5709,Orinder Ben,73,M,0
6315,5709,Warhi Dhawan,12,T,0
6316,5710,Jonathan Khanna,76,M,0
6317,5711,Vivaan Rai,20,M,0
6318,5712,Indrajit Jayaraman,19,M,0
6319,5712,Isha Sampath,71,F,0
6320,5713,Damyanti Talwar,60,F,0
6321,5714,Gaurang Mukherjee,45,M,0
6322,5715,Gaurangi Joshi,61,F,0
6323,5716,Praneel Venkataraman,15,M,0
6324,5717,Aashi Kari,80,F,0
6325,5717,Udant Chowdhury,37,M,0
6326,5719,Nisha Yogi,53,F,0
6327,5720,Udarsh Sodhi,63,M,0
6328,5721,Dominic Prabhakar,5,M,0
6329,5721,Naveen Cheema,17,M,0
6330,5722,Zashil Kaur,66,M,0
6331,5723,Vanya Mane,70,F,0
6332,5724,Vasatika Jani,82,F,0
6333,5725,Sarthak Oak,26,M,0
6334,5726,Kashvi Palan,63,F,0
6335,5726,Dalaja Swaminathan,57,F,0
6336,5727,Sanya Nagy,82,F,0
6337,5728,Frado Kumer,60,M,0
6338,5729,Chandresh Dhar,49,M,0
6339,5730,Yug Bhandari,50,M,0
6340,5733,Ishaan Sura,60,M,0
6341,5734,Unnati Yadav,67,F,0
6342,5735,Rishi Tiwari,82,M,0
6343,5736,Hiral Tripathi,25,F,0
6344,5737,Samarth Patla,79,M,0
6345,5737,Hemang Sastry,12,M,0
6346,5738,Chameli Panchal,3,F,0
6347,5739,Sneha Shere,59,F,0
6348,5739,Tanvi Pandya,7,F,0
6349,5740,Aryan Nair,8,M,0
6350,5740,Fariq Sangha,19,M,0
6351,5741,Nirja Srinivasan,50,F,0
6352,5742,Timothy More,25,M,0
6353,5742,Arjun Chokshi,31,M,0
6354,5743,Gaurang Bhalla,75,M,0
6355,5744,Farhan Bali,41,M,0
6356,5745,Eesha Balay,19,F,0
6357,5746,Jai Mitter,5,M,0
6358,5747,Girik Dhawan,75,M,0
6359,5747,Vansha Bava,12,F,0
6360,5748,Bhanumati Dara,2,F,0
6361,5748,Balendra Loke,37,M,0
6362,5749,Ayushman Basak,46,M,0
6363,5750,Michael Behl,82,M,0
6364,5751,Frado Choudhary,14,M,0
6365,5752,Qushi Om,44,F,0
6366,5753,Oeshi Bava,83,F,0
6367,5753,Rajeshri Yadav,63,T,0
6368,5755,Charles Wagle,77,M,0
6369,5756,Shravya Kalla,75,F,0
6370,5757,Upkaar Choudhry,4,M,0
6371,5759,Amara Yohannan,10,F,0
6372,5761,Warda Kant,5,F,0
6373,5761,Isaac Chaudhary,10,M,0
6374,5762,Rehaan Bava,33,M,0
6375,5763,Gunbir Gola,5,M,0
6376,5763,Yashoda Contractor,47,F,0
6377,5764,Yuvraj Ganguly,26,M,0
6378,5764,Dev Kale,25,M,0
6379,5765,Lucky Venkataraman,72,M,0
6380,5765,Varsha Tailor,73,F,0
6381,5766,Chanakya Mallick,41,M,0
6382,5767,Janaki Sarin,61,F,0
6383,5768,Damini Agate,18,F,0
6384,5769,Sai Sarin,46,M,0
6385,5771,Varenya Mall,39,T,0
6386,5772,Anvi Dhillon,64,F,0
6387,5773,Vedika Mallick,30,F,0
6388,5774,Unnati Narayanan,73,F,0
6389,5775,Brinda Nagi,26,F,0
6390,5776,Radha Comar,14,F,0
6391,5777,Osha Padmanabhan,27,F,0
6392,5778,Anvi Reddy,48,F,0
6393,5779,Chasmum Deo,19,F,0
6394,5780,Gayathri Sanghvi,28,F,0
6395,5780,Faras Kanda,73,M,0
6396,5781,Prisha Kapur,62,F,0
6397,5782,Tanveer Kata,58,M,0
6398,5783,Charles Tak,72,M,0
6399,5784,Arunima Patla,29,F,0
6400,5785,Elijah Mandal,9,M,0
6401,5786,Priya Bhasin,23,F,0
6402,5786,Chakrika Bhattacharyya,39,F,0
6403,5787,Varenya Walla,84,F,0
6404,5788,Upma D’Alia,84,F,0
6405,5789,Tanveer Bhargava,47,M,0
6406,5790,Ekansh Sura,4,M,0
6407,5791,Gopal Purohit,47,M,0
6408,5792,Aryan Kapur,76,M,0
6409,5793,Udarsh Ramachandran,70,M,0
6410,5795,Ishani Singh,48,F,0
6411,5796,Dipta Pathak,60,F,0
6412,5796,Jeremiah Walia,6,M,0
6413,5796,Neel Natt,72,M,0
6414,5797,Chakradhar Nagy,41,M,0
6415,5801,Yamini Ravi,15,F,0
6416,5804,Sudiksha Khurana,53,F,0
6417,5805,Kamya Batta,35,F,0
6418,5806,Gayathri Sandal,39,T,0
6419,5807,Amaira Kuruvilla,66,F,0
6420,5808,Aarav Ganesan,25,M,0
6421,5809,Charita Deshmukh,48,F,0
6422,5809,Vinaya Dasgupta,64,F,0
6423,5809,Naveen Dara,63,M,0
6424,5810,Abhiram Prashad,29,M,0
6425,5811,Thomas Pal,29,M,0
6426,5812,Yochana Bal,39,F,0
6427,5813,Aarnav Behl,78,M,0
6428,5813,Mahika Pandit,56,F,0
6429,5814,Tarak Shanker,66,M,0
6430,5815,Qarin Dara,79,M,0
6431,5817,Farhan Chhabra,2,M,0
6432,5820,Abha Patla,83,F,0
6433,5821,Falak Madan,57,F,0
6434,5821,Gabriel Rattan,85,M,0
6435,5822,Brijesh Goyal,45,M,0
6436,5823,Nihal Sastry,64,M,0
6437,5824,Kai Borde,74,M,0
6438,5825,Dipta Modi,25,F,0
6439,5826,Siddharth Char,82,M,0
6440,5827,Hiral Lal,44,F,0
6441,5827,Patrick Shankar,13,M,0
6442,5828,Zansi Swamy,46,F,0
6443,5829,Tristan Subramaniam,56,M,0
6444,5830,Kai Dasgupta,77,M,1
6445,5831,Yasti Dara,4,F,0
6446,5831,Ekta Goel,38,F,0
6447,5831,Veer Dugal,70,M,0
6448,5832,Meghana Hegde,37,F,0
6449,5832,Omkaar Parikh,40,M,0
6450,5833,Meghana Ramesh,41,F,0
6451,5835,Eshana Grover,40,F,0
6452,5836,Balvan Khare,45,M,0
6453,5837,Caleb Kothari,74,M,0
6454,5837,Bhanumati Venkataraman,32,F,0
6455,5837,Upadhriti Agarwal,47,F,0
6456,5838,Inaya Sastry,61,F,0
6457,5839,Abhiram Sankaran,16,M,0
6458,5840,Omkaar Sibal,9,M,0
6459,5841,Jeevika Pandya,41,F,0
6460,5844,Irya Chaudhari,2,F,0
6461,5845,Varsha Warrior,23,F,0
6462,5846,Gautami Murthy,44,F,0
6463,5847,Om Sarma,26,M,0
6464,5848,Arunima Bose,69,F,0
6465,5848,Urvi Naik,28,F,0
6466,5848,Jackson Nayar,36,M,0
6467,5850,Manan Butala,76,M,0
6468,5850,Andrew Banik,52,M,0
6469,5851,Dhruv Sundaram,16,M,0
6470,5853,Max Talwar,25,M,0
6471,5854,Elijah Memon,6,M,0
6472,5855,Jack Baria,69,M,0
6473,5855,Azaan Agrawal,35,M,0
6474,5855,Lohit Kata,52,M,0
6475,5856,Rajata Gera,33,F,0
6476,5857,Azaan Padmanabhan,8,M,0
6477,5858,Orinder Choudhury,65,M,0
6478,5859,Baljiwan Ganesh,5,M,0
6479,5860,Damini Kant,73,F,0
6480,5861,Advika Grover,74,F,0
6481,5862,Turvi Varughese,63,F,0
6482,5864,Nakul Mukhopadhyay,77,M,0
6483,5865,Saumya Sridhar,68,F,0
6484,5866,Vincent Sarkar,53,M,0
6485,5866,Vidhi De,70,F,0
6486,5867,Wishi Kara,12,F,0
6487,5870,Naveen Hora,48,M,0
6488,5871,Vedant Panchal,9,M,0
6489,5872,Ekanta Rajan,70,F,0
6490,5872,Advika Cheema,22,F,0
6491,5872,Bahadurjit Bhardwaj,57,M,0
6492,5873,Xiti Lal,78,F,0
6493,5874,Yauvani Solanki,76,F,0
6494,5874,Gabriel Sabharwal,11,M,0
6495,5875,Tara Sane,64,F,0
6496,5877,Eshana Cherian,23,F,0
6497,5877,Dominic Chahal,8,M,1
6498,5878,Maanav Vaidya,61,M,0
6499,5878,Falak Loke,25,F,0
6500,5879,Upma Deol,38,F,0
6501,5880,Dakshesh Narain,22,M,0
6502,5881,Vansha Zachariah,72,F,0
6503,5883,Nandini Dass,55,F,0
6504,5883,Dayamai Chand,42,F,0
6505,5885,Kai Saha,4,M,0
6506,5885,Madhavi Keer,5,F,0
6507,5886,Shivani Kamdar,4,F,0
6508,5887,Dalbir Dua,10,M,0
6509,5888,Daksha Sheth,7,F,0
6510,5890,Qabil Sibal,72,M,0
6511,5892,Kashvi Toor,34,F,0
6512,5893,Aadi Kant,71,M,0
6513,5895,Leena Thakkar,80,F,0
6514,5896,Baljiwan Kapur,20,M,0
6515,5896,Tripti Ratti,13,F,0
6516,5897,Widisha Basak,31,F,0
6517,5897,Hamsini Venkataraman,27,F,0
6518,5898,Vedhika Vaidya,39,F,0
6519,5901,Pratyush Patel,60,M,0
6520,5902,Abha Edwin,39,F,0
6521,5903,Chaaya Singh,30,F,0
6522,5904,Orinder Varughese,76,M,0
6523,5904,Aditya Kapoor,70,M,0
6524,5904,Zarna Kanda,21,F,0
6525,5905,Isaiah Agate,65,M,0
6526,5905,Warinder Patla,31,M,0
6527,5906,Arya Balay,41,F,0
6528,5907,Jairaj Pau,48,M,0
6529,5907,Nidhi Sha,77,F,0
6530,5908,Manan Vohra,34,M,0
6531,5909,Raghav Saha,9,M,0
6532,5910,Ekavir Sood,46,M,0
6533,5910,Champak Dugar,8,M,0
6534,5912,Triveni Bhandari,37,F,0
6535,5914,Girindra Setty,77,M,0
6536,5915,Lipika Lall,45,F,0
6537,5916,Nihal Sule,58,M,0
6538,5917,Farhan Radhakrishnan,12,M,0
6539,5919,Jai Choudhry,81,M,0
6540,5920,Yachana Mani,58,F,0
6541,5921,Jagat Rastogi,56,M,0
6542,5923,Owen Raja,41,M,0
6543,5924,Mohammed Bumb,59,M,0
6544,5926,Manbir Ganesh,36,M,0
6545,5927,Inaya Babu,51,F,0
6546,5930,Agastya Sathe,45,M,0
6547,5930,Pushti Rajagopal,17,F,0
6548,5931,Finn Mannan,14,M,0
6549,5932,Shravya Ranganathan,52,F,0
6550,5933,Bahadurjit Mahajan,38,M,0
6551,5934,Daksha Amble,22,F,0
6552,5935,Jagrati Bhat,17,F,0
6553,5936,Eta Nadig,44,F,0
6554,5938,Geetika Golla,36,F,0
6555,5940,Darpan Thakur,5,M,0
6556,5940,Ekbal Kaul,67,M,0
6557,5941,Upasna Ghose,50,F,0
6558,5941,Nisha Mohanty,46,F,0
6559,5942,Manan Bajaj,63,M,0
6560,5942,Tristan Nagy,50,M,0
6561,5943,Advik Singh,27,M,0
6562,5944,Vasudha Vohra,27,F,0
6563,5945,Rachit Nair,31,M,0
6564,5946,Tanmayi Banerjee,82,F,0
6565,5947,Urvashi Kapadia,84,F,0
6566,5949,Janaki Memon,53,F,0
6567,5950,Azad Taneja,17,M,0
6568,5950,Ira Tank,70,F,0
6569,5951,Udant Swamy,78,M,0
6570,5952,Bina Mallick,29,F,0
6571,5953,Saanvi Bhat,55,F,0
6572,5954,Ucchal Rajagopalan,32,F,0
6573,5954,Shivansh Mander,2,M,0
6574,5955,Charles Mann,5,M,0
6575,5955,Aachal Kapur,73,F,0
6576,5956,Garima Lad,41,F,0
6577,5957,Vaishnavi Pandit,38,F,0
6578,5958,Oliver Hegde,82,M,0
6579,5959,Aarav Deshpande,41,M,0
6580,5959,Gautam Barman,33,M,0
6581,5960,Warjas Salvi,5,M,0
6582,5961,Om Gill,67,M,0
6583,5961,Lucky Ratti,6,M,0
6584,5962,Sara Shan,4,F,0
6585,5963,Dipta Padmanabhan,51,F,0
6586,5964,Warinder Kade,66,M,0
6587,5964,Qabil Goel,80,M,0
6588,5966,Varenya Nazareth,2,F,0
6589,5967,Nachiket Reddy,81,M,0
6590,5967,Victor Bhatt,16,M,0
6591,5968,Farhan Lanka,10,M,0
6592,5970,Siya Amble,53,F,0
6593,5971,Frederick Sankaran,70,M,0
6594,5972,Rayaan Ramesh,43,M,0
6595,5973,Upkaar Mannan,53,M,0
6596,5974,Maya Bhardwaj,2,F,0
6597,5974,Watika Mallick,82,F,0
6598,5975,Charita Padmanabhan,10,F,0
6599,5978,Upasna Nagy,83,F,0
6600,5979,Jyoti Varughese,59,F,0
6601,5980,Warinder Kurian,69,M,0
6602,5981,Lopa Sandal,9,F,0
6603,5982,Reyansh Mutti,13,M,0
6604,5982,Kiaan Minhas,50,M,0
6605,5983,Kiaan Reddy,61,M,0
6606,5985,Kabir Badami,29,M,0
6607,5986,Mekhala Bakshi,67,F,0
6608,5987,Reyansh Raju,27,M,0
6609,5988,Advik Randhawa,25,M,0
6610,5989,Dominic Narula,84,M,0
6611,5991,Hema Wadhwa,51,F,0
6612,5991,Pahal Kapadia,59,F,0
6613,5992,Dipta Toor,17,T,0
6614,5993,Abha Luthra,66,F,0
6615,5994,Udant Varghese,59,M,0
6616,5994,Yahvi Dass,20,F,0
6617,5995,Vanya Ray,22,F,0
6618,5996,Gaurang Sandal,23,M,0
6619,5997,Sanaya Tella,70,F,0
6620,5998,Nitesh Balan,77,M,0
6621,5998,Falak Chanda,13,T,0
6622,5998,Zayyan Randhawa,44,M,0
6623,5999,Nathan Tank,22,M,0
6624,6001,Reyansh Sahni,83,M,0
6625,6002,Yashasvi Kapur,45,F,0
6626,6002,Gaurang Samra,64,M,0
6627,6002,Indira Sami,31,F,0
6628,6003,Xavier Jha,13,M,0
6629,6004,Hitesh Sawhney,84,M,0
6630,6005,Zarna Kumer,42,F,0
6631,6006,Yochana Bhalla,57,F,0
6632,6007,Ekbal Gola,40,M,0
6633,6007,Dhruv Bhattacharyya,26,M,0
6634,6007,Gaurav Sibal,66,M,0
6635,6008,Suhani Nagy,2,F,0
6636,6008,Chavvi Sahota,67,T,0
6637,6010,Balendra Edwin,84,M,0
6638,6011,Keya Dave,20,F,0
6639,6013,Owen Joshi,3,M,0
6640,6014,Shravya Kurian,41,F,0
6641,6015,Benjamin Gaba,85,M,0
6642,6016,Nakul Pant,45,M,0
6643,6017,Pallavi Tella,7,F,0
6644,6020,Amrita Bali,56,F,0
6645,6020,Adya Shetty,34,F,0
6646,6022,Advay Koshy,22,M,0
6647,6023,Lopa Kunda,38,T,0
6648,6025,Upma Datta,67,F,0
6649,6025,Atharv Balakrishnan,35,M,0
6650,6026,Gauri Pal,22,F,0
6651,6026,Megha Sastry,44,F,0
6652,6027,Bhavini Devi,57,F,0
6653,6028,Dayamai Uppal,13,F,0
6654,6029,Hemani Kala,29,F,0
6655,6031,Ranbir Halder,73,M,0
6656,6032,Darika Bhardwaj,18,F,0
6657,6033,Yahvi Dhar,83,F,0
6658,6034,Yoshita Rai,19,F,0
6659,6035,Bhavya Subramanian,26,F,0
6660,6035,Dalaja Mani,72,F,0
6661,6036,Onveer Khatri,60,M,0
6662,6037,Robert Dugal,63,M,0
6663,6037,Yashasvi Ram,50,F,0
6664,6037,Victor Lanka,29,M,0
6665,6038,Manya Lall,18,T,0
6666,6039,Logan Choudhry,19,M,0
6667,6039,Mitesh Nagi,12,M,0
6668,6040,Brijesh Ganesh,83,M,0
6669,6040,Mitali De,43,F,0
6670,6040,Krish Som,26,M,0
6671,6041,Harrison Babu,18,M,0
6672,6042,Jalsa Contractor,46,F,0
6673,6043,Panini Varghese,46,F,0
6674,6044,Vrinda Sarna,69,F,0
6675,6046,Darpan Mutti,26,M,0
6676,6049,Ganga Kale,15,F,0
6677,6051,Yuvraj Korpal,20,M,0
6678,6051,Janani Walia,33,F,0
6679,6052,Atharv Goel,13,M,0
6680,6053,Kamya Natt,62,F,1
6681,6054,Advay Gala,82,M,0
6682,6054,Zayyan Tank,18,M,0
6683,6056,Bimala Chaudhari,12,F,0
6684,6056,Luke Vala,1,M,0
6685,6056,Unni Amble,3,F,0
6686,6057,Zansi Din,39,F,0
6687,6057,Vedant Kala,63,M,0
6688,6057,Zansi Kale,3,F,0
6689,6058,Varsha Manda,17,F,0
6690,6059,Balendra Garde,1,M,0
6691,6060,Watika Keer,10,F,0
6692,6061,Bhavini Mani,62,F,0
6693,6061,Ranbir Yohannan,47,M,0
6694,6062,Advay Thaker,26,M,0
6695,6063,Harish Bandi,2,M,0
6696,6063,Lohit Kannan,78,M,0
6697,6064,Yagnesh Dutta,64,M,0
6698,6065,Samesh Comar,3,M,0
6699,6066,Sudiksha Chhabra,21,F,0
6700,6067,Daksha Sharma,27,F,0
6701,6068,Eshana Sridhar,11,F,0
6702,6068,Vaishnavi Grover,71,F,0
6703,6068,Yashica Vig,78,F,0
6704,6069,Yadavi Sodhi,12,T,0
6705,6070,Ganga Golla,67,F,0
6706,6071,Hamsini Kannan,61,F,0
6707,6072,Ryan Dhaliwal,78,M,0
6708,6072,Ekaraj Sarin,58,M,0
6709,6072,Udant Sha,2,M,0
6710,6073,Vinaya Baral,53,F,0
6711,6074,Dakshesh Seshadri,44,M,0
6712,6074,Unni Deshmukh,53,F,0
6713,6075,Gautam Choudhury,15,M,0
6714,6076,Sachi Nagi,1,F,0
6715,6079,Amara Buch,10,F,0
6716,6080,Yatin Sarma,16,M,0
6717,6081,Champak Anand,22,M,0
6718,6082,Rachana Ahuja,57,F,0
6719,6083,Fiyaz Nayak,76,M,0
6720,6084,Aishani Shankar,12,F,0
6721,6085,Varsha Kade,71,F,0
6722,6086,Nilima Sandal,18,F,0
6723,6087,Tanmayi Nanda,27,F,0
6724,6089,Ekavir Khalsa,64,M,0
6725,6089,Dalbir Rana,16,M,0
6726,6090,Hritik Keer,80,M,0
6727,6091,Warjas Mistry,26,M,0
6728,6092,Ganga Chawla,21,F,0
6729,6093,Eta Sarraf,64,F,0
6730,6094,Jagvi Bora,64,F,0
6731,6095,Charvi Sahota,37,F,0
6732,6096,Hema Vyas,8,F,0
6733,6097,Umang Dara,28,M,0
6734,6097,Sanya Rai,33,F,0
6735,6097,Bachittar Sami,50,M,0
6736,6098,Hemang Chokshi,12,M,0
6737,6099,Mekhala Nayar,78,F,0
6738,6100,Max Chaudhuri,16,M,0
6739,6102,Andrew Khare,49,M,0
6740,6103,Pallavi Chawla,81,F,0
6741,6103,Shivani Parsa,61,F,0
6742,6104,Ikbal Ganesan,10,M,0
6743,6105,Faris Sabharwal,48,M,0
6744,6105,Yahvi Grewal,76,F,0
6745,6106,Farhan Suresh,23,M,1
6746,6108,Hemani Dugar,25,F,0
6747,6109,Prisha Misra,71,F,0
6748,6109,Bakhshi Dayal,49,M,0
6749,6110,Ekanta Chaudhuri,38,F,0
6750,6111,Siya Borah,3,F,0
6751,6111,Zansi Garg,49,F,0
6752,6111,Neel Lanka,55,M,0
6753,6112,Meera Tata,27,F,0
6754,6113,Abeer Pandit,61,M,0
6755,6114,Gaurangi Pingle,44,F,0
6756,6115,Sathvik Sharaf,54,M,0
6757,6116,Omkaar Sharma,57,M,0
6758,6118,Dhriti Kunda,30,F,0
6759,6120,Varenya Doctor,41,F,0
6760,6121,Daniel Parekh,36,M,0
6761,6122,Darpan Malhotra,61,M,0
6762,6123,Mohini Dhaliwal,78,F,0
6763,6123,Widisha Kurian,39,F,0
6764,6123,Sarthak Ghosh,47,M,0
6765,6124,Bahadurjit Narula,19,M,0
6766,6124,Aarush Goel,21,M,0
6767,6125,Vansha Modi,31,F,0
6768,6126,Chameli Bhattacharyya,31,F,0
6769,6128,Bhanumati Murthy,65,F,0
6770,6129,Advika Memon,34,F,0
6771,6129,Balendra More,28,M,0
6772,6130,Jonathan Apte,52,M,0
6773,6131,Harinakshi Oak,23,T,0
6774,6131,Tanish Vyas,38,M,0
6775,6132,Orinder Sharaf,44,M,0
6776,6134,Gauri Gopal,64,F,0
6777,6135,Tara Mann,82,F,0
6778,6136,Nakul Dutt,31,M,0
6779,6137,Nidhi Rau,7,F,0
6780,6137,Imaran Koshy,16,M,0
6781,6137,Gavin Sant,21,M,0
6782,6138,Jason Dayal,39,M,0
6783,6140,Lavanya Varma,25,F,0
6784,6141,Zehaan Devi,30,M,0
6785,6142,Yachana Kaur,7,F,0
6786,6142,Jeremiah Chanda,85,M,0
6787,6143,Avni Deo,45,F,0
6788,6144,Aadhya Nanda,18,F,0
6789,6145,Balendra Raja,56,M,0
6790,6148,Wridesh Raja,19,M,0
6791,6149,Faraj Sastry,35,M,0
6792,6150,Jeet Dutta,5,M,0
6793,6151,Ira Suresh,66,F,0
6794,6151,Christopher Kalla,1,M,0
6795,6152,Amruta Singhal,5,F,0
6796,6154,Nikita Sarkar,5,F,0
6797,6155,Jonathan Nair,85,M,0
6798,6155,Yamini Pandit,55,F,0
6799,6155,Qushi Bal,56,F,0
6800,6156,Vritti Mandal,1,F,0
6801,6157,Mekhala Bhasin,63,F,0
6802,6158,Ojasvi Lata,10,T,0
6803,6159,Upkaar Memon,27,M,0
6804,6160,Joshua Bali,34,M,0
6805,6161,Laksh Narasimhan,35,M,0
6806,6162,Unni Chopra,1,T,0
6807,6163,Anusha Sachar,20,F,0
6808,6165,Mitali Muni,35,F,0
6809,6165,Kiaan Palla,48,M,0
6810,6165,Yug Barad,30,M,0
6811,6166,Tejas Gade,19,M,0
6812,6168,Alka Arya,54,F,0
6813,6168,Advay Sood,78,M,0
6814,6169,Avi Choudhry,61,M,0
6815,6170,Reva Sachdev,61,F,0
6816,6171,Tanveer Kalita,62,M,0
6817,6172,Qushi Dey,72,F,0
6818,6174,Sanya Savant,66,F,0
6819,6175,Faraj Mall,75,M,0
6820,6176,Amara Chokshi,32,F,0
6821,6177,Pratyush Padmanabhan,20,M,0
6822,6178,Raksha Sahota,65,F,0
6823,6179,Ishaan Trivedi,12,M,0
6824,6180,Harini Comar,21,F,0
6825,6180,Ansh Barad,11,M,0
6826,6181,Netra Mangat,51,F,0
6827,6181,Zansi Cheema,44,F,0
6828,6183,Vanya Agarwal,73,F,0
6829,6184,Devansh Bal,2,M,0
6830,6185,Vihaan Gour,43,M,0
6831,6186,Ekantika Jha,58,F,0
6832,6187,Mahika Sengupta,48,F,0
6833,6187,Teerth Mitter,57,M,0
6834,6188,Agastya Dutt,80,M,0
6835,6188,Farhan Baral,17,M,0
6836,6188,Zansi Khatri,57,F,0
6837,6189,Harshil Ahuja,74,M,0
6838,6190,Xiti Kuruvilla,50,F,0
6839,6191,Harrison Seth,7,M,0
6840,6192,Oni Ghosh,26,F,0
6841,6193,Rishi Murty,49,M,0
6842,6193,Vincent Wadhwa,50,M,0
6843,6194,Lavanya Swamy,16,F,0
6844,6195,George Bera,37,M,0
6845,6195,Hardik Goyal,19,M,0
6846,6195,Abha Bora,4,F,0
6847,6196,Joshua Viswanathan,45,M,0
6848,6197,Krish Gara,78,M,0
6849,6198,Ranveer Chandra,33,M,0
6850,6199,Hamsini Butala,4,F,0
6851,6200,Libni Mohan,52,F,0
6852,6200,Qadim Chaudhary,11,M,0
6853,6202,Baljiwan Sahni,13,M,0
6854,6205,Aarnav Soni,82,M,0
6855,6206,Balvan Menon,39,M,0
6856,6207,Yatan Soni,76,M,0
6857,6208,Umang Kamdar,11,M,0
6858,6209,Hamsini Shere,26,F,0
6859,6210,Ishanvi Chaudhuri,44,F,0
6860,6211,Yachana Bhardwaj,47,F,0
6861,6212,Maanav Anand,45,M,0
6862,6212,Wriddhish Hayre,75,M,0
6863,6212,Girik Srivastava,28,M,0
6864,6213,Daksh Uppal,26,M,0
6865,6214,Veer Goel,31,M,0
6866,6215,Naveen More,17,M,0
6867,6216,Raghav Pau,39,M,0
6868,6217,Baljiwan Bera,75,M,0
6869,6218,Kritika Dutt,19,F,0
6870,6218,Gautami Bhavsar,67,F,0
6871,6220,Sachi Saran,26,F,0
6872,6221,Vasudha Wable,39,F,0
6873,6221,Balvan Varty,57,M,0
6874,6222,Samarth Vyas,18,M,0
6875,6223,Tripti Salvi,47,F,0
6876,6224,Maanas Sinha,30,M,0
6877,6225,Amrita Mody,39,F,0
6878,6226,Nihal Kumar,64,M,0
6879,6227,Tanish Bose,35,M,0
6880,6228,Charan Shenoy,85,M,0
6881,6230,Gunbir Gara,47,M,0
6882,6230,Arjun Mangal,6,M,0
6883,6230,Pooja Bhatnagar,82,F,0
6884,6231,Tripti Dar,33,F,0
6885,6231,Varenya Nath,41,F,0
6886,6232,Sarthak Nagy,34,M,0
6887,6232,Zashil Gade,54,M,0
6888,6234,Forum Dayal,34,F,0
6889,6235,Baghyawati Patla,58,F,0
6890,6236,Farhan Chhabra,50,M,0
6891,6236,Gautami Chaudhry,6,F,0
6892,6237,Vasatika Kadakia,63,F,0
6893,6238,Gopal Vala,70,M,0
6894,6238,Ishaan Bhatti,35,M,0
6895,6238,Jagrati Dhar,38,F,0
6896,6239,Indrajit Dara,59,M,0
6897,6240,Nisha Tank,36,F,0
6898,6240,Nathan Ganguly,16,M,0
6899,6241,Tarak Radhakrishnan,82,M,0
6900,6241,Pranit Kar,60,M,0
6901,6242,Anirudh Chad,70,M,0
6902,6243,Daksha Puri,15,F,0
6903,6244,Quincy Bahri,41,M,0
6904,6246,Unni Kar,78,F,0
6905,6247,Aishani Sule,64,F,0
6906,6250,Hemal Bose,52,F,0
6907,6250,Chasmum Narayanan,51,F,0
6908,6251,Quincy Sidhu,79,M,0
6909,6252,Aahana Muni,17,F,0
6910,6253,Omya Devi,48,F,0
6911,6254,Saumya Mall,68,F,0
6912,6255,Rachit Sahota,13,M,0
6913,6256,Upma Bali,15,F,0
6914,6257,Tamanna Dhar,6,F,0
6915,6258,Ikbal Dugar,19,M,0
6916,6259,Vyanjana Nadkarni,12,F,0
6917,6260,Niharika Kalita,44,F,0
6918,6261,Tamanna Anne,3,F,0
6919,6262,Yauvani Parikh,32,F,0
6920,6263,Bachittar Murthy,84,M,0
6921,6264,Vritti Bhatia,61,F,0
6922,6265,Keya Khosla,18,F,0
6923,6266,Naksh Raj,22,M,0
6924,6268,Gaurav Pillay,14,M,0
6925,6268,Jhalak Char,68,F,0
6926,6269,Watika Mann,27,F,0
6927,6270,Laban Sehgal,83,M,0
6928,6271,Qabil Barad,30,M,0
6929,6272,Zashil Sibal,48,M,0
6930,6272,Nilima Bora,85,F,0
6931,6273,Wazir Shetty,1,M,0
6932,6274,Alka Sankar,29,F,0
6933,6275,Jonathan Bhatti,29,M,0
6934,6277,Yuvraj Bobal,63,M,0
6935,6277,Chasmum Thakur,80,F,0
6936,6278,Urvi Mani,85,F,0
6937,6279,Warda Sawhney,23,F,0
6938,6279,Gaurav Wable,62,M,0
6939,6280,Rachita Kumer,73,F,0
6940,6280,Fiyaz Sura,24,M,0
6941,6281,Rachit Barad,55,M,0
6942,6282,Eshana Balasubramanian,34,F,0
6943,6283,Ridhi Kohli,23,F,0
6944,6284,Omkaar Batra,76,M,0
6945,6285,Ishita Bal,84,F,0
6946,6286,Faraj Sarma,28,M,0
6947,6286,Adweta Dubey,63,F,0
6948,6287,Reyansh Venkatesh,3,M,0
6949,6289,Janani Kata,46,F,0
6950,6289,Raghav Ratti,34,M,0
6951,6289,Ekapad Gopal,29,M,0
6952,6290,Wridesh Lanka,18,M,0
6953,6291,Ubika Misra,23,F,0
6954,6292,Naveen Rau,41,M,0
6955,6293,Ekaraj Borah,28,M,0
6956,6295,Panini Menon,44,F,0
6957,6296,Vedhika Radhakrishnan,38,F,0
6958,6297,Nakul Jhaveri,41,M,0
6959,6299,Bhavika Nadig,76,F,0
6960,6299,Kamya Nath,64,F,0
6961,6300,Kritika Bawa,77,F,0
