AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
3490,1991,Chandresh Sani,53,M,A3
3491,1991,Faris Upadhyay,44,M,A4
3492,1992,M Varkey,44,M,A1
3493,1993,Gautam Varughese,58,M,A1
3494,1994,Rehaan Kapur,63,M,A1
3495,1995,Daniel Patel,22,M,A1
3496,1995,Rohan Loyal,49,M,A2
3497,1996,T. Vora,28,M,A1
3498,1997,Rachit Gara,38,M,A1
3499,1998,Tristan Sahota,27,M,A1
3500,1998,C. Parekh,23,M,A2
3501,1998,Tripti Mane,19,F,A3
3502,1999,Victor Saini,50,M,A1
3503,2000,Jack Palla,57,M,A1
3504,2001,Theodore Venkatesh,16,M,A1
3505,2001,K. Sane,41,M,A2
3506,2001,R Dasgupta,33,M,A3
3507,2002,Chanakya Purohit,31,M,A1
3508,2002,Gunbir Warrior,45,M,A2
3509,2002,Tanveer Iyengar,53,M,A3
3510,2003,L. Bora,20,M,A1
3511,2003,Laban Balakrishnan,17,M,A2
3512,2004,Michael Bajwa,63,M,A1
3513,2004,Gopal Master,19,M,A2
3514,2005,Guneet Saini,25,M,A1
3515,2005,Sathvik Sule,31,M,A2
3516,2006,Anika Divan,37,F,A1
3517,2006,Chandran More,16,M,A2
3518,2007,Ansh Rama,45,M,A1
3519,2008,Kevin Yogi,56,M,A1
3520,2008,Diya Baria,56,F,A2
3521,2009,Banjeet Sabharwal,29,M,A1
3522,2009,Brijesh Dey,31,M,A2
3523,2009,Manthan Bahri,28,M,A3
3524,2010,Fitan Rawal,22,M,A1
3525,2010,Gautam Borde,49,M,A2
3526,2010,V. Arya,34,F,A3
3527,2011,Maanas Hans,26,M,A1
3528,2012,Laban Chauhan,29,M,A1
3529,2013,Zashil Mitra,50,M,A1
3530,2014,Faris Kala,36,M,A1
3531,2015,Nihal Luthra,35,M,A1
3532,2015,Abhiram Talwar,32,M,A2
3533,2015,Aarush Gupta,58,M,A3
3534,2016,Hemang Manda,46,M,A1
3535,2017,Ishaan Muni,65,M,A1
3536,2018,Luke Sami,54,M,A1
3537,2019,Christopher Sood,48,M,A1
3538,2019,Samesh Oak,25,M,A2
3539,2020,Girish Solanki,54,M,A1
3540,2020,Samuel Ravel,16,M,A2
3541,2021,Siddharth Dhawan,49,M,A1
3542,2022,Jeremiah Thaker,56,M,A1
3543,2023,Jack Saraf,23,M,A1
3544,2024,Tanay Maharaj,27,M,A1
3545,2025,Wazir Dugal,56,M,A1
3546,2026,Kai Ghosh,21,M,A1
3547,2027,G Bali,37,M,A1
3548,2027,Bahadurjit Rajagopalan,43,M,A2
3549,2027,Chandran Parek,23,M,A3
3550,2028,Samuel Kapur,57,M,A1
3551,2029,G. Solanki,55,M,A1
3552,2030,Ansh Sarna,27,M,A1
3553,2031,saurya Pillay,48,M,A1
3554,2032,Dev Sengupta,28,M,A1
3555,2032,Nimrat Goel,41,F,A2
3556,2032,Harsh Setty,61,M,A3
3557,2033,Shivansh Badami,62,M,A1
3558,2034,Jonathan Gopal,52,M,A1
3559,2034,Jack Kanda,44,M,A2
3560,2035,Elijah Suresh,31,M,A1
3561,2036,Bakhshi Gala,43,M,A1
3562,2037,Fitan Raval,23,M,A1
3563,2037,Krishna Memon,51,F,A2
3564,2037,Frederick Mitra,57,M,A3
3565,2037,Jai Kala,24,M,A4
3566,2038,P Swamy,23,M,A1
3567,2039,Yutika Rajagopal,56,F,A1
3568,2040,Rudra Singhal,23,M,A1
3569,2040,Onkar Bhattacharyya,63,M,A2
3570,2040,Qabil Kibe,52,M,A3
3571,2041,Peter Chana,24,M,A1
3572,2041,Advaith Biswas,48,M,A2
3573,2042,Ekapad Hora,56,M,A1
3574,2042,Max Nayak,19,M,A2
3575,2042,Caleb Agate,64,M,A3
3576,2043,Siddharth Saraf,20,M,A1
3577,2044,M. Rao,47,M,A1
3578,2045,Zashil Amble,25,M,A1
3579,2045,Balveer Mane,59,M,A2
3580,2046,S. Parmer,57,M,A1
3581,2047,Naveen Som,45,M,A1
3582,2048,Abdul Narang,51,M,A1
3583,2049,Manan Patel,52,M,A1
3584,2049,Lucky Kanda,43,M,A2
3585,2050,Meghana Dewan,25,F,A1
3586,2050,B. Mane,59,M,A2
3587,2051,Yashvi Varkey,56,F,A1
3588,2052,Quincy Parsa,48,M,A1
3589,2053,Yatin Sane,44,M,A1
3590,2054,Jagat Das,27,M,A1
3591,2054,Dalbir Ganguly,33,M,A2
3592,2054,Gunbir Chatterjee,16,M,A3
3593,2055,Chaitanya Goswami,43,M,A1
3594,2055,Ikbal Magar,60,M,A2
3595,2055,Upkaar Chada,35,M,A3
3596,2055,Suhani Rajan,48,T,A4
3597,2056,Ethan Sarkar,28,M,A1
3598,2057,Pratyush Keer,30,M,A1
3599,2058,Dominic Krishnamurthy,47,M,A1
3600,2059,Azad Mallick,27,M,A1
3601,2059,Robert Bahri,30,M,A2
3602,2060,Vasana Solanki,45,F,A1
3603,2061,Nathan Chaudhry,46,M,A1
3604,2061,Zaid Raj,56,M,A2
3605,2062,Chaitanya Saxena,27,M,A1
3606,2063,Manan Mand,19,M,A1
3607,2064,J. Kapur,36,F,A1
3608,2065,E. Peri,19,M,A1
3609,2065,Omkaar Varma,16,M,A2
3610,2066,Ronith Devi,59,M,A1
3611,2066,Nihal Varty,53,M,A2
3612,2066,Ryan Nanda,33,M,A3
3613,2067,Xavier Hegde,52,M,A1
3614,2068,Krishna Buch,19,M,A1
3615,2069,Imaran Arora,55,M,A1
3616,2070,Balendra Bora,31,M,A1
3617,2071,A. Jha,59,M,A1
3618,2071,Rayaan Mukhopadhyay,29,M,A2
3619,2071,Q. Dalal,19,M,A3
3620,2071,Nitesh Dar,37,M,A4
3621,2072,Theodore Dani,28,M,A1
3622,2073,Janaki Das,25,F,A1
3623,2074,Gauri kare,57,F,A1
3624,2074,Aarnaw Chhabra,45,M,A2
3625,2075,Noah Kala,40,M,A1
3626,2076,D. Bava,26,M,A1
3627,2077,O Venkataraman,24,M,A1
3628,2077,C. Parekh,24,M,A2
3629,2077,Jairaj Murty,18,M,A3
3630,2078,Qadim Dalal,18,M,A1
3631,2078,Anthony Nagarajan,34,M,A2
3632,2079,Shivansh Arora,55,M,A1
3633,2080,Champak Nayar,17,M,A1
3634,2080,Tristan Balakrishnan,31,M,A2
3635,2080,Wriddhish Divan,22,M,A3
3636,2081,Ekavir Tripathi,17,M,A1
3637,2082,Gaurav Andra,46,M,A1
3638,2083,Sai Walia,34,M,A1
3639,2084,Jairaj Rajan,39,M,A1
3640,2085,Charles Hayer,30,M,A1
3641,2085,Jonathan Brahmbhatt,31,M,A2
3642,2085,Hardik Samra,45,M,A3
3643,2086,Tristan Warrior,60,M,A1
3644,2086,Chakradev Minhas,46,M,A2
3645,2087,Fitan Raval,24,M,A1
3646,2087,Nachiket Parmar,57,M,A2
3647,2087,Manthan Kurian,44,M,A3
3648,2088,Champak Babu,33,M,A1
3649,2089,Gunit Buch,39,M,A1
3650,2090,Dakshesh Bava,24,M,A1
3651,2091,Gaurangi Nagy,56,F,A1
3652,2092,Meghana Mitra,42,F,A1
3653,2092,Anirudh Mutti,16,M,A2
3654,2092,Siddharth Boase,20,M,A3
3655,2093,Nachiket Mukhopadhyay,22,M,A1
3656,2094,Falan Sarraf,17,M,A1
3657,2095,Abhiram Sarin,40,M,A1
3658,2096,Say Josi,50,M,A1
3659,2097,Laksh Rege,36,M,A1
3660,2098,Mekhala Chakraborty,58,F,A1
3661,2098,Tristan Saxena,39,M,A2
3662,2098,R. Merchant,35,M,A3
3663,2099,Ryan Arya,25,M,A1
3664,2099,T Saxena,39,M,A2
3665,2099,Girish Solanki,54,M,A3
3666,2099,Ekbal Balakrishnan,23,M,A4
3667,2100,Hritik Sheth,53,M,A1
3668,2101,Tanish Padmanabhan,62,M,A1
3669,2101,Saumya Buch,64,F,A2
3670,2102,Bachittar Rege,59,M,A1
3671,2102,Theodore Kala,44,M,A2
3672,2103,Chaytanya Sangha,24,M,A1
3673,2103,Pranav Barad,34,M,A2
3674,2104,G Solanki,55,M,A1
3675,2104,Harshil Raman,49,M,A2
3676,2105,Ekavir Wason,54,M,A1
3677,2105,K. Hayre,20,M,A2
3678,2105,Abdul Kuruvilla,44,M,A3
3679,2106,K Trivedi,55,M,A1
3680,2106,Sathvik Bhavsar,28,M,A2
3681,2106,Upkaar Chokshi,51,M,A3
3682,2107,Chandran More,19,M,A1
3683,2107,Wazir Dugal,57,M,A2
3684,2107,Faris Bhardwaj,64,M,A3
3685,2108,Siddharth Shukla,50,M,A1
3686,2109,Lakshmi Venkatesh,45,F,A1
3687,2110,Tanay Nanda,19,M,A1
3688,2111,Max Kuruvilla,20,M,A1
3689,2112,Finn Parmar,35,M,A1
3690,2113,Qadim Khare,24,M,A1
3691,2114,George Bali,40,M,A1
3692,2115,Zayyan Dube,30,M,A1
3693,2116,Dalbir Gola,50,M,A1
3694,2116,Aarnav Chhabra,45,M,A2
3695,2116,Raghaw senoy,28,M,A3
3696,2117,Balvan Jayaraman,36,M,A1
3697,2118,Raghav Shenoy,28,M,A1
3698,2118,Qadim Nagi,30,M,A2
3699,2119,Ojas Baral,55,M,A1
3700,2120,Frederick Varughese,48,M,A1
3701,2121,Chandresh Raman,36,M,A1
3702,2121,Chaitanya Dubey,31,M,A2
3703,2121,William Chander,43,M,A3
3704,2121,Qarin Soman,48,M,A4
3705,2122,Bahadurjit Merchant,41,M,A1
3706,2123,Chakrika Gala,59,F,A1
3707,2124,Kevin Gade,56,M,A1
3708,2124,Laksh Bora,21,M,A2
3709,2125,Anthony Vaidya,44,M,A1
3710,2125,S Pillai,47,M,A2
3711,2125,Zashil Tak,37,M,A3
3712,2126,Nihal Pau,20,M,A1
3713,2127,Abdul Hayer,36,M,A1
3714,2128,Aryan Varghese,58,M,A1
3715,2129,K. Bhakta,59,M,A1
3716,2129,Siddharth Devi,27,M,A2
3717,2130,Aarna Singh,24,F,A1
3718,2131,Zayyan Subramanian,63,M,A1
3719,2131,N Dora,41,F,A2
3720,2132,Zayyan Pant,26,M,A1
3721,2132,David Keer,38,M,A2
3722,2133,A. Chhabra,43,M,A1
3723,2134,Ranbir Varkey,52,M,A1
3724,2135,Vivaan D’Alia,33,M,A1
3725,2136,Charles Yogi,61,M,A1
3726,2136,M. Atwal,31,M,A2
3727,2136,Udant Devi,41,M,A3
3728,2137,Orinder Sastry,64,M,A1
3729,2137,A. Pall,28,M,A2
3730,2137,N. Dar,35,M,A3
3731,2138,Prisha Mannan,45,F,A1
3732,2138,Harshil Karan,63,M,A2
3733,2138,Tanay Vora,29,M,A3
3734,2139,Girish Solanki,55,M,A1
3735,2139,Kabir Sane,42,M,A2
3736,2139,Yashodhara Thakkar,58,F,A3
3737,2140,Bahadurjit Merchant,41,M,A1
3738,2140,Qabil Walla,27,M,A2
3739,2141,Abhimanyu Narang,56,M,A1
3740,2142,Vivaan Acharya,47,M,A1
3741,2142,Aarush Sidhu,62,M,A2
3742,2142,Jagat Sekhon,51,M,A3
3743,2143,D Kala,34,F,A1
3744,2143,Wridesh Dugar,24,M,A2
3745,2143,Hemang Sridhar,30,M,A3
3746,2144,Anay Pall,28,M,A1
3747,2144,Faris Tandon,35,M,A2
3748,2145,J Sarna,49,M,A1
3749,2145,Max Mishra,33,M,A2
3750,2146,Jack Khalsa,23,M,A1
3751,2147,Jagat Bora,37,M,A1
3752,2147,Wahab Kaur,31,M,A2
3753,2147,Wriddhish Karan,49,M,A3
3754,2148,Vincent Chandran,24,M,A1
3755,2149,Ekavir Kohli,62,M,A1
3756,2149,Vivaan Biswas,36,M,A2
3757,2150,Lucky Sami,65,M,A1
3758,2151,K. Hayre,20,M,A1
3759,2152,Hitesh Gaba,33,M,A1
3760,2152,Bahadurjit Gour,51,M,A2
3761,2153,V Majumdar,30,F,A1
3762,2154,Gautam Datta,28,M,A1
3763,2155,N Sibal,21,M,A1
3764,2156,Christopher Karnik,48,M,A1
3765,2157,R Dasgupta,34,M,A1
3766,2158,Abdul Date,31,M,A1
3767,2158,Nathan Sastry,63,M,A2
3768,2158,Harish Sehgal,19,M,A3
3769,2158,Devansh Gulati,33,M,A4
3770,2159,Aadi Chandra,26,M,A1
3771,2159,Aarush Hari,38,M,A2
3772,2160,Upkaar Narang,63,M,A1
3773,2161,Chatresh Pandey,30,M,A1
3774,2161,Devansh Din,47,M,A2
3775,2162,Charan Viswanathan,39,M,A1
3776,2162,T Mane,20,F,A2
3777,2162,Chandran Parekh,24,M,A3
3778,2163,Tristan Gulati,54,M,A1
3779,2164,Chandran More,19,M,A1
3780,2165,Ekansh Devi,56,M,A1
3781,2166,Vedant Kari,54,M,A1
3782,2167,Aayush Saran,28,M,A1
3783,2168,Om Venkataraman,24,M,A1
3784,2168,Vyanjana Buch,48,F,A2
3785,2169,William Majumdar,22,M,A1
3786,2169,Victor Hari,41,M,A2
3787,2169,Siddharth Chand,35,M,A3
3788,2170,Jatin Varma,39,M,A1
3789,2170,Frederick Bawa,27,M,A2
3790,2171,Oscar Virk,24,M,A1
3791,2171,A Singh,24,F,A2
3792,2172,Nachiket Pandit,65,M,A1
3793,2173,Rachit Kalla,30,M,A1
3794,2174,Jonathan Batta,58,M,A1
3795,2174,E. Peri,19,M,A2
3796,2175,Isaac Shan,33,M,A1
3797,2176,Frado Hora,54,M,A1
3798,2176,Manthan Karpe,25,M,A2
3799,2177,S Bala,40,M,A1
3800,2177,Theodore Soni,47,M,A2
3801,2177,Krish Sastry,61,M,A3
3802,2178,Ekaraj Hegde,49,M,A1
3803,2179,Elijah Wagle,44,M,A1
3804,2180,Charles Ganes,28,M,A1
3805,2180,Shivansh Nagarajan,32,M,A2
3806,2180,Shaurya Pandya,51,M,A3
3807,2180,Zayan Ratti,57,M,A4
3808,2181,Nachiket Gaba,51,M,A1
3809,2182,Netra Sharaf,16,F,A1
3810,2183,Karan Hans,33,M,A1
3811,2184,Owen Palan,41,M,A1
3812,2185,Fariq Behl,31,M,A1
3813,2185,Rudra Gara,43,M,A2
3814,2185,Victor Saha,48,M,A3
3815,2186,Azad Mallick,25,M,A1
3816,2186,Quincy Hegde,42,M,A2
3817,2186,Gavin Bawa,59,M,A3
3818,2186,Tanveer Sarraf,24,M,A4
3819,2187,T Ganesan,25,M,A1
3820,2187,Om Sarkar,38,M,A2
3821,2187,Ekiya Zachariah,61,F,A3
3822,2188,Neel Lalla,16,M,A1
3823,2188,E Peri,19,M,A2
3824,2188,Om Mistry,25,M,A3
3825,2189,Imaran Sanghvi,40,M,A1
3826,2189,Ekalinga Jaggi,43,M,A2
3827,2190,Ethan Bhatti,30,M,A1
3828,2190,George Bali,39,M,A2
3829,2190,Jackson Patla,26,M,A3
3830,2190,B Shenoy,22,M,A4
3831,2191,Yasvi warkey,56,F,A1
3832,2192,Timothy Gade,34,M,A1
3833,2192,Qasim Bhargava,18,M,A2
3834,2192,Manan Venkatesh,44,M,A3
3835,2193,Jairaj Iyer,44,M,A1
3836,2193,Pranav Bava,35,M,A2
3837,2194,R Dasgupta,34,M,A1
3838,2194,R Kohli,41,M,A2
3839,2195,Ishwar Shukla,64,M,A1
3840,2195,Tarak Dubey,34,M,A2
3841,2195,Krishna Raja,55,M,A3
3842,2196,Victor Boase,26,M,A1
3843,2196,Alexander Ben,48,M,A2
3844,2197,Gaurangi Nagy,55,F,A1
3845,2198,Adweta Mangat,28,T,A1
3846,2198,Kiaan Kannan,62,M,A2
3847,2198,Ekapad Bajwa,59,M,A3
3848,2198,Bachittar Vig,58,M,A4
3849,2199,Faris Hayer,31,M,A1
3850,2199,Pratyush Loke,45,M,A2
3851,2199,Nitesh Chandra,17,M,A3
3852,2200,Adya Sampath,48,F,A1
3853,2200,Om wenkataraman,24,M,A2
3854,2201,Ikbal Bhatia,29,M,A1
3855,2202,Harrison Narain,20,M,A1
3856,2203,Tanish Oommen,45,M,A1
3857,2204,Banjeet Sachar,50,M,A1
3858,2205,Aarav Edwin,34,M,A1
3859,2206,Tanish Rajagopal,16,M,A1
3860,2206,Jeevika Tandon,46,F,A2
3861,2206,Charles Sinha,54,M,A3
3862,2206,Faraj Viswanathan,42,M,A4
3863,2207,Anay Sem,32,M,A1
3864,2207,Xavier Sridhar,23,M,A2
3865,2208,Tarak Bakshi,17,M,A1
3866,2209,Wazir Dugal,57,M,A1
3867,2210,Vedant Jha,27,M,A1
3868,2210,Victor Anne,27,M,A2
3869,2210,Chandran Parekh,24,M,A3
3870,2211,Teerth Dada,17,M,A1
3871,2212,Zaid Mangal,52,M,A1
3872,2212,Tanay Arya,48,M,A2
3873,2213,Qarin Aggarwal,22,M,A1
3874,2213,C. Sangha,24,M,A2
3875,2213,Nil Bhasin,40,M,A3
3876,2213,C Parekh,24,M,A4
3877,2214,Logan Pillai,28,M,A1
3878,2214,Chakradhar Chad,34,M,A2
3879,2215,B Merchant,41,M,A1
3880,2216,Yatan Bahri,28,M,A1
3881,2217,K Sane,42,M,A1
3882,2217,Nihal Bhatnagar,40,M,A2
3883,2217,Faraj Sathe,46,M,A3
3884,2218,Odika Sachdew,31,F,A1
3885,2219,Avi Johal,35,M,A1
3886,2220,Balveer Mane,59,M,A1
3887,2221,Sai Joshi,50,M,A1
3888,2221,Chakradhar Nayak,39,M,A2
3889,2221,Qabil Sanghvi,38,M,A3
3890,2222,L Bora,21,M,A1
3891,2223,Neel Bhasin,40,M,A1
3892,2223,S. Joshi,50,M,A2
3893,2223,Chandran More,19,M,A3
3894,2223,Udant Sandhu,24,M,A4
3895,2224,Akshay Bhakta,22,M,A1
3896,2224,Nathan Devi,21,M,A2
3897,2225,Rayaan Salvi,50,M,A1
3898,2226,Odika Sachdev,32,F,A1
3899,2226,Isaiah Wason,48,M,A2
3900,2227,Christopher Yogi,38,M,A1
3901,2227,Robert Pall,22,M,A2
3902,2228,Gagan Chaudhary,41,M,A1
3903,2228,B. Mane,59,M,A2
3904,2229,K. Sane,44,M,A1
3905,2229,Warda Boase,56,F,A2
3906,2230,A. Shukla,20,M,A1
3907,2231,Samarth Khosla,48,M,A1
3908,2231,Unnati Sen,29,F,A2
3909,2231,Yagnesh Ganesan,41,M,A3
3910,2232,Wahab Dora,26,M,A1
3911,2232,T Jani,49,M,A2
3912,2233,Azaan Grover,35,M,A1
3913,2234,Mohammed Gala,32,M,A1
3914,2235,George Bali,38,M,A1
3915,2235,A. Mallick,27,M,A2
3916,2235,Aarnav Chhabra,45,M,A3
3917,2236,Yuvraj Deshpande,63,M,A1
3918,2236,Say Josi,50,M,A2
3919,2237,Chatura Kalla,57,M,A1
3920,2237,D Kala,34,F,A2
3921,2238,Quincy Dasgupta,57,M,A1
3922,2238,Shaurya Pillai,49,M,A2
3923,2239,Alexander Zachariah,60,M,A1
3924,2240,Upkaar Soni,44,M,A1
3925,2240,Fitan Kala,34,M,A2
3926,2241,M Varkey,45,M,A1
3927,2242,Laksh Bora,19,M,A1
3928,2243,Champak Mani,18,M,A1
3929,2244,S Joshi,52,M,A1
3930,2245,Ekaja Hayre,18,F,A1
3931,2246,Jagdish Dhillon,62,M,A1
3932,2247,Harrison Ravi,18,M,A1
3933,2247,Tristan Saxena,39,M,A2
3934,2248,J Sibal,57,M,A1
3935,2249,Om Goda,44,M,A1
3936,2250,Laban Bera,52,M,A1
3937,2251,Ronith Khare,42,M,A1
3938,2251,Laban Bera,52,M,A2
3939,2251,Wridesh Varughese,27,M,A3
3940,2252,David Gole,48,M,A1
3941,2252,Chatura Vala,34,M,A2
3942,2253,Shaurya Acharya,20,M,A1
3943,2254,Ekavir Borah,55,M,A1
3944,2255,R. Kohli,43,M,A1
3945,2255,Gagan Barad,63,M,A2
3946,2256,Zayan Yadav,58,M,A1
3947,2257,Qushi Om,50,F,A1
3948,2257,Balendra Ramaswamy,24,M,A2
3949,2258,Jacob Padmanabhan,59,M,A1
3950,2259,Aarna Singh,24,F,A1
3951,2259,G Suresh,47,M,A2
3952,2260,Vidhi Ratta,16,F,A1
3953,2260,Manthan Chander,52,M,A2
3954,2261,Neel Sarna,50,M,A1
3955,2261,S. Pillai,47,M,A2
3956,2261,Ekalinga Khatri,52,M,A3
3957,2262,Benjamin Pillai,51,M,A1
3958,2262,Zashil Magar,62,M,A2
3959,2263,Imaran Sanghvi,41,M,A1
3960,2263,Kabir Sane,42,M,A2
3961,2264,Owen Koshy,16,M,A1
3962,2264,Neel Kara,19,M,A2
3963,2265,Oscar Date,41,M,A1
3964,2266,Laksh Dhaliwal,24,M,A1
3965,2267,Sai Joshi,50,M,A1
3966,2268,Manthan Savant,51,M,A1
3967,2268,C Purohit,34,M,A2
3968,2269,K Badal,52,M,A1
3969,2269,Ubika Oza,48,F,A2
3970,2270,Madhav Yogi,38,M,A1
3971,2271,R. Raman,24,M,A1
3972,2272,Matthew Patil,47,M,A1
3973,2273,Jairaj Chada,30,M,A1
3974,2273,Jagat Choudhury,37,M,A2
3975,2274,Ayush Sachdev,37,M,A1
3976,2275,A Chowdhury,30,M,A1
3977,2276,Kai Khare,37,M,A1
3978,2277,Azad Mallick,27,M,A1
3979,2277,Noah Cheema,41,M,A2
3980,2278,Anthony Karan,58,M,A1
3981,2278,Max Uppal,27,M,A2
3982,2279,Hredhaan Yogi,23,M,A1
3983,2279,Luke Venkatesh,18,M,A2
3984,2279,Bachittar Sengupta,16,M,A3
3985,2280,Kalpit Ramakrishnan,42,M,A1
3986,2280,Nil Bhasin,40,M,A2
3987,2281,Farhan Saxena,37,M,A1
3988,2281,Patrick Ratti,45,M,A2
3989,2281,Laksh Bora,21,M,A3
3990,2281,Dhruv Kale,56,M,A4
3991,2282,Tanay wora,29,M,A1
3992,2283,Girish Karan,62,M,A1
3993,2284,Aarush Saini,34,M,A1
3994,2285,Ekapad Gala,17,M,A1
3995,2286,wihaan ummen,52,M,A1
3996,2286,Simon Balakrisnan,31,M,A2
3997,2286,A Singh,24,F,A3
3998,2286,Krish Walla,58,M,A4
3999,2287,Mitesh Vyas,24,M,A1
4000,2288,Tarak Kalita,64,M,A1
4001,2288,Chanakya Tella,26,M,A2
4002,2288,Faqid Trivedi,21,M,A3
4003,2289,Vanya Varughese,63,T,A1
4004,2289,Pranav Lanka,28,M,A2
4005,2290,Panini Krishnamurthy,18,F,A1
4006,2291,Timothy Khosla,48,M,A1
4007,2291,Vincent Bajwa,33,M,A2
4008,2291,Vincent Rajan,52,M,A3
4009,2292,Faris Comar,30,M,A1
4010,2292,Peter Sharaf,58,M,A2
4011,2293,Abhiram Gaba,26,M,A1
4012,2294,Mason Sahni,33,M,A1
4013,2295,T Mane,18,F,A1
4014,2296,Tripti Mane,20,F,A1
4015,2296,Dalbir Sastry,20,M,A2
4016,2297,Luke Bera,27,M,A1
4017,2298,Ekaraj Peri,19,M,A1
4018,2299,Nakul Dyal,56,M,A1
4019,2300,Baljiwan Sahota,56,M,A1
4020,2301,Girik Bawa,57,M,A1
4021,2301,Harish Sehgal,19,M,A2
4022,2301,Yatin Contractor,33,M,A3
4023,2302,Gopal Hans,34,M,A1
4024,2302,Hitesh Deshpande,65,M,A2
4025,2303,Harsh Wali,60,M,A1
4026,2303,Krisna Badal,53,M,A2
4027,2304,Ekaraj Peri,17,M,A1
4028,2305,Michael Varkey,45,M,A1
4029,2305,Onkar Das,51,M,A2
4030,2306,Nites Dar,35,M,A1
4031,2306,Vanya Badal,31,F,A2
4032,2306,Jagat Mammen,19,M,A3
4033,2307,B Andra,52,M,A1
4034,2308,Mitesh Toor,27,M,A1
4035,2309,Balveer Gupta,31,M,A1
4036,2310,Ojas Dar,31,M,A1
4037,2311,Abhimanyu Din,39,M,A1
4038,2312,Ekavir Chhabra,31,M,A1
4039,2313,Manthan Radhakrishnan,25,M,A1
4040,2314,Keya Tiwari,60,F,A1
4041,2314,Darpan Sandal,17,M,A2
4042,2315,Z Ratti,55,M,A1
4043,2316,Kai Misra,20,M,A1
4044,2317,Victor Kumer,52,M,A1
4045,2317,Unnati Date,43,F,A2
4046,2317,Rachit Bir,43,M,A3
4047,2317,Oliver Manda,39,M,A4
4048,2318,Wazir Thaker,47,M,A1
4049,2318,Gaurangi Nagy,55,F,A2
4050,2319,Viraj Arora,64,M,A1
4051,2319,D. Gola,50,M,A2
4052,2320,V Majumdar,30,F,A1
4053,2321,Guneet Suresh,47,M,A1
4054,2322,Elijah Rau,56,M,A1
4055,2323,I Taneja,57,F,A1
4056,2323,Bachittar Bora,39,M,A2
4057,2323,Abhimanyu Varty,37,M,A3
4058,2324,Victor Dutta,16,M,A1
4059,2325,Nicholas Sethi,19,M,A1
4060,2326,Jonathan Balan,28,M,A1
4061,2326,Yatan Andra,49,M,A2
4062,2327,Wyatt Shan,53,M,A1
4063,2328,Kalpit Hayre,21,M,A1
4064,2329,George Bali,38,M,A1
4065,2329,Xavier Garde,34,M,A2
4066,2329,Yagnes Loyal,25,M,A3
4067,2329,Shaurya Mukhopadhyay,22,M,A4
4068,2330,Janya Kapur,34,F,A1
4069,2331,Lipika Prasad,19,F,A1
4070,2332,Ojas Narasimhan,33,M,A1
4071,2333,Gagan Shere,58,M,A1
4072,2334,Nachiket Patel,61,M,A1
4073,2334,Azad Mallick,26,M,A2
4074,2334,Anthony Khatri,24,M,A3
4075,2334,G. Khare,57,F,A4
4076,2335,Reyansh Suri,26,M,A1
4077,2336,Y. Varkey,58,F,A1
4078,2336,Dakshesh Talwar,20,M,A2
4079,2337,Hemang Puri,23,M,A1
4080,2338,Charles Ganesh,28,M,A1
4081,2339,Jeremiah Sarkar,41,M,A1
4082,2339,Chanakya Kade,17,M,A2
4083,2340,Omisha Garde,26,T,A1
4084,2340,Raghav Palan,57,M,A2
4085,2341,Dakshesh Raman,61,M,A1
4086,2341,Michael Rana,19,M,A2
4087,2341,Dalbir Badami,43,M,A3
4088,2342,Libni Setty,50,F,A1
4089,2343,Om wenkataraman,23,M,A1
4090,2344,A Chowdhury,30,M,A1
4091,2345,Jackson Sarna,51,M,A1
4092,2346,Liam Vora,65,M,A1
4093,2347,Zaid Dalal,41,M,A1
4094,2347,W. Mahajan,19,M,A2
4095,2347,B Merchant,41,M,A3
4096,2348,Champak Chaudry,56,M,A1
4097,2349,Ishaan Korpal,45,M,A1
4098,2350,Alexander Raman,38,M,A1
4099,2350,Yasvi warkey,57,F,A2
4100,2350,J Krishna,37,M,A3
4101,2351,Nimrat Karnik,33,F,A1
4102,2352,Shivansh Wali,37,M,A1
4103,2352,Tanish Mital,49,M,A2
4104,2352,Krish Parekh,16,M,A3
4105,2352,Qadim Dalal,20,M,A4
4106,2353,Wridesh Gola,29,M,A1
4107,2354,Hritik Borde,31,M,A1
4108,2354,Tarak Sidhu,55,M,A2
4109,2354,Giris Solanki,55,M,A3
4110,2354,R. Kohli,42,M,A4
4111,2355,Viraj Mani,48,M,A1
4112,2355,Oliver Chawla,35,M,A2
4113,2356,M Balay,42,M,A1
4114,2356,Jonatan Mital,54,M,A2
4115,2356,Chaitanya Seth,31,M,A3
4116,2357,J. Guha,42,M,A1
4117,2358,H Sehgal,20,M,A1
4118,2359,Dhriti Kala,34,F,A1
4119,2360,Utkarsh Sundaram,48,M,A1
4120,2361,Manya Iyer,55,F,A1
4121,2362,Hitesh Bhalla,32,M,A1
4122,2362,V. Majumdar,30,F,A2
4123,2363,Jason Lalla,39,M,A1
4124,2364,F Mani,25,M,A1
4125,2364,Gaurangi Nagy,55,F,A2
4126,2364,Nathaniel Chakraborty,21,M,A3
4127,2364,Manan Patla,50,M,A4
4128,2365,Naksh Gara,19,M,A1
4129,2366,Keya Chandran,19,F,A1
4130,2367,Zayyan Deep,51,M,A1
4131,2368,Andrew Dhillon,38,M,A1
4132,2369,Frederick Chatterjee,38,M,A1
4133,2369,Ojas Mukherjee,62,M,A2
4134,2370,Indali Nayak,34,F,A1
